WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,BLDG_GFA,BTTM_AREA,BLDG_STTS_NM,SPFPTG_NM,SMTPR_LCLSF_NM,SMTPR_SCLSF_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,DOW_NM,FRSTN_NM,CNTR_NM,RCPT_DT,DSPT_DT,GRNDS_ARVL_DT,BGNN_POTFR_DT,PRFECT_POTFR_DT,CBK_DT,DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,VHCL_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM
210105174736313,임야,,,,,,,,,,,,,0,0,0,1548,화,안동소방서,옥동119안전센터,20210105115522,20210105115557,20210105120500,20210105140851,20210105152434,20210105155647,000543,011974,경상북도,안동시,22,21,5.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","풀, 나뭇잎",,,,,임야,산불,사유림,,,N,N,N,,,사유림,산중턱,0.5,0~4 m/s,북동,42.0
210106053816006,임야,,,,,,,,,,,,,0,0,0,223,수,영덕소방서,영해119안전센터,20210106013046,20210106013145,20210106015202,20210106032526,20210106035027,20210106050903,001217,007105,경상북도,영덕군,32,15,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등","기타(종이,목재,건초등)",,,"종이,목재,건초등",나무,임야,산불,사유림,,,N,N,N,,,사유림,산아래,-5.4,NONE,북서,38.0
210121043109290,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,412.0,103.0,사용중,,,,0,0,0,567,목,서대문소방서,북가좌119안전센터,20210121031427,20210121031623,20210121031930,20210121033333,20210121033333,20210121041033,000187,000843,서울특별시,서대문구,2,0,0.0,기타(발화원인),기타(발화원인),부주의,가연물 근접방치,"침구,직물류","행주, 기름걸레",,,,,주거,단독주택,다가구주택(원룸포함),2.0,0.0,N,N,N,,,,,3.0,0~4 m/s,동,40.0
210122181725213,"건축,구조물",한식(옥),목조,와가,1.0,1,0,57.0,57.0,사용중,,유류,가솔린,0,0,0,9190,금,안동소방서,도산119안전센터,20210122143017,20210122143126,20210122145740,20210122152730,20210122174038,20210122174555,001574,009778,경상북도,안동시,7,24,0.0,작동기기,작동기기,기계적 요인,노후,"자동차,철도차량,선박,항공기",휘발유,"차량, 선박부품",밧데리,,,주거,단독주택,단독주택,1.0,0.0,N,N,N,,,,,10.3,0~4 m/s,서,72.0
210127103920284,임야,,,,,,,,,,,,,0,0,0,0,목,완도소방서,완도119안전센터,20210121151947,20210121152000,20210121152200,20210121152800,20210121154500,20210121155100,000120,001380,전라남도,완도군,40,35,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,쓰레기류,쓰레기,,,,,임야,들불,기타 들불,,,N,N,N,,,기타 들불,평지,12.0,0~4 m/s,동,80.0
210121165305912,"자동차,철도차량",,,,,,,,,,,유류,경유,0,0,0,6600,목,문경소방서,점촌119안전센터,20210121143625,20210121143813,20210121150201,20210121151704,20210121153542,20210121162025,001428,002021,경상북도,문경시,33,0,5.0,"불꽃, 불티","불꽃, 불티",전기적 요인,미확인단락,기타,기타,"차량, 선박부품",배선,,,"자동차,철도차량",건설기계,굴삭기,,,N,N,N,기타 도로,기타차량위치,,,6.8,0~4 m/s,남,61.0
210107152210983,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,5227.0,0.0,사용중,공장,,,0,0,0,3946,화,안산소방서,성곡119안전센터,20210105152700,20210105152700,20210105175352,20210105175352,20210105175352,20210105175352,008812,000000,경기도,안산시 단원구,10,0,0.0,미상(발화원인),미상(발화원인),미상,미상,가연성가스,천연가스,산업장비,교환기,,,산업시설,공장시설,금속기계 및 기구공업,2.0,0.0,N,N,N,,,,,-3.8,5~8 m/s,북서,43.0
210104134115317,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,10,1,1489.0,149.0,신축,,,,0,0,0,144,월,은평소방서,녹번119안전센터,20210104123911,20210104124030,20210104124300,20210104124300,20210104124300,20210104133002,000150,000000,서울특별시,은평구,5,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,주상복합아파트,1.0,0.0,N,N,N,,,,,-0.2,0~4 m/s,북동,40.0
210104132244175,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,,2,0,468.0,388.0,사용중,,,,0,0,0,109,월,북부소방서,송정119안전센터,20210104124041,20210104124130,20210104124739,20210104131226,20210104131226,20210104131226,000369,001487,울산광역시,북구,6,6,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,운수자동차시설,자동차시설,카센터,1.0,2.0,N,N,N,,,,,5.4,0~4 m/s,북,26.0
210105171045232,"건축,구조물",양식(옥),철골조,샌드위치패널,1.0,1,,265.0,265.0,사용중,,,,0,0,0,22341,화,하남소방서,감일119안전센터,20210105124800,20210105124913,20210105130602,20210105130602,20210105130602,20210105141007,001009,000000,경기도,하남시,10,0,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,산업시설,작업장,기타 작업장,1.0,0.0,N,N,N,,,,,-2.4,0~4 m/s,동,22.0
210105172751240,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,2,1,197.0,73.0,공가,근린생활시설,전기,380/220V이상 상용전원,0,0,0,903,화,파주소방서,적성119안전센터,20210105154330,20210105154637,20210105160612,20210105160612,20210105160612,20210105170034,001175,000000,경기도,파주시,19,1,0.0,작동기기,작동기기,전기적 요인,"누전,지락","전기,전자","콘센트, 스위치류",배선/배선기구,콘센트,,,생활서비스,오락시설,PC방(인터넷게임제공업),2.0,50.0,N,N,N,,,,,-4.6,0~4 m/s,북서,30.0
210121173002704,"자동차,철도차량",,,,,,,,,,,전기,380/220V이상 상용전원,0,0,0,33000,목,안성소방서,미양119안전센터,20210121164330,20210121164454,20210121164952,20210121165600,20210121170100,20210121171618,000298,000668,경기도,안성시,4,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마","자동차,철도차량,선박,항공기","기타(자동차,철도차량,선박,항공기)",산업장비,용접절단기(토치),,,"자동차,철도차량",농업기계,트랙터,,,N,N,N,공지,엔진룸,,,4.1,0~4 m/s,남동,98.0
210121063503192,"자동차,철도차량",,,,,,,,,,,,,0,0,0,0,목,영등포소방서,당산119안전센터,20210121042115,20210121042235,20210121042707,20210121044450,20210121052750,20210121060850,000272,003643,서울특별시,영등포구,5,2,0.0,"불꽃, 불티","불꽃, 불티",미상,미상,기타,기타,,,,,"자동차,철도차량",자동차,화물자동차,,,N,N,N,공지,적재함,,,3.0,0~4 m/s,남,44.0
210121120318088,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,302,목,안산소방서,사동119안전센터,20210121095510,20210121095616,20210121095920,20210121100116,20210121100116,20210121110331,000184,000116,경기도,안산시 상록구,4,1,0.0,작동기기,작동기기,전기적 요인,트래킹에 의한 단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,기타야외,,,N,N,N,,,,,5.4,0~4 m/s,남,42.0
210122180048722,"건축,구조물",기타 식,철골조,샌드위치패널,1.0,1,0,145.0,145.0,사용중,근린생활시설,,,0,0,0,201,금,영천소방서,동부119안전센터,20210122172419,20210122172443,20210122172715,20210122172828,20210122173109,20210122173436,000152,000234,경상북도,영천시,2,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,쓰레기류,쓰레기,운수자동차시설,자동차시설,카센터,1.0,0.0,N,N,N,,,,,11.1,0~4 m/s,남동,71.0
210122084408147,"건축,구조물",양식(옥),철골조,샌드위치패널,1.0,1,,154.0,0.0,사용중,,,,0,0,0,0,금,달성소방서,옥포119안전센터,20210122075945,20210122080056,20210122080614,20210122080823,20210122081443,20210122081806,000318,000509,대구광역시,달성군,12,4,0.0,화학적 발화열,화학적 발화열,화학적 요인,금수성물질의 물과 접촉,가연성가스,수소가스,전기설비,배터리/축전기,,,산업시설,작업장,"고철처리소, 고물상",1.0,0.0,N,N,N,,,,,5.9,0~4 m/s,북,97.0
210105232749775,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,0,4450.0,1891.0,사용중,공장,전기,380/220V이상 상용전원,0,0,0,1612,화,화성소방서,목동119안전센터,20210105203950,20210105204031,20210105204729,20210105205011,20210105205244,20210105214711,000418,000315,경기도,화성시,25,4,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",기계적 요인,"과열, 과부하",합성수지,기타(합성수지),산업장비,기타(산업장비),,,산업시설,공장시설,금속기계 및 기구공업,1.0,0.0,N,N,N,,,,,0.0,NONE,NONE,0.0
210105133325535,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,1048.0,240.0,사용중,,,,0,0,0,1390,화,용산소방서,이태원119안전센터,20210105114150,20210105114250,20210105114413,20210105115100,20210105115500,20210105131500,000083,000647,서울특별시,용산구,2,0,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,음식점,일반주점,1.0,15.0,N,N,N,,,,,-4.3,0~4 m/s,서,27.0
210105190929562,"건축,구조물",양식(옥),블록조,스레트가,1.0,1,,60.0,60.0,사용중,,,,0,0,0,7276,화,청송소방서,청송119안전센터,20210105163718,20210105163806,20210105164747,20210105171047,20210105185505,20210105185647,000581,007638,경상북도,청송군,50,25,6.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,"종이,목재,건초등","목재, 합판",산업시설,창고시설,"창고, 물품저장소",1.0,0.0,N,N,N,,,,,-3.1,0~4 m/s,동,26.0
210105140701763,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,12,1,13188.0,1404.0,사용중,복합건축물,가스,액화천연가스(LNG),0,0,0,47039,화,통영소방서,무전119안전센터,20210105111204,20210105111244,20210105111402,20210105111627,20210105114117,20210105114118,000078,001635,경상남도,통영시,0,4,0.0,작동기기,작동기기,부주의,음식물 조리중,기타,기타,주방기기,가스렌지,기타,기타,주거,공동주택,주상복합아파트,1.0,819.0,N,Y,N,,,,,6.7,0~4 m/s,북,53.0
210122094628779,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,,,1,111.0,111.0,사용중,운수자동차관련시설,,,0,0,0,1210,금,동작소방서,노량진119안전센터,20210122081933,20210122082133,20210122082620,20210122085034,20210122085034,20210122092034,000287,001454,서울특별시,동작구,7,2,0.0,작동기기,작동기기,전기적 요인,과부하/과전류,"전기,전자",전자기기 부속품,,,,,운수자동차시설,"역사,터미널","기타 역사,터미널",-1.0,0.0,N,N,N,,,,,3.7,0~4 m/s,서,99.0
210121042039698,"건축,구조물",양식(옥),벽돌조,슬라브가,,3,1,319.0,124.0,사용중,,,,0,0,0,453,목,마포소방서,서교119안전센터,20210121024156,20210121024256,20210121024600,20210121030700,20210121030700,20210121040000,000184,001260,서울특별시,마포구,1,1,0.0,작동기기,작동기기,부주의,음식물 조리중,식품,음식물,,,,,생활서비스,음식점,기타 음식점,1.0,5.0,N,N,N,,,,,3.4,0~4 m/s,동,32.0
210122011313482,"건축,구조물",양식(옥),철골조,샌드위치패널,8.0,2,0,2690.0,1356.0,사용중,위생등관련시설,,,0,1,1,1562129,목,포천소방서,군내119안전센터,20210121203924,20210121204024,20210121205128,20210121220728,20210122063328,20210122070628,000664,034920,경기도,포천시,11,2,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,미상,미상,산업시설,작업장,"고철처리소, 고물상",1.0,130.0,N,N,N,,,,,2.1,0~4 m/s,북,0.0
210122132429427,기타(쓰레기 화재등),,,,,,,,,,,전기,"3,300V이상 상용전원",0,0,0,60,금,원주소방서,흥업119안전센터,20210122105500,20210122105653,20210122110558,20210122111037,20210122111037,20210122112124,000545,000279,강원특별자치도,원주시,20,11,9.0,작동기기,작동기기,전기적 요인,"누전,지락","전기,전자","기타(전기,전자)",배선/배선기구,전력공급용 전선,,,기타,도로,전봇대,,,N,N,N,,,,,3.9,0~4 m/s,남동,98.0
210105154034408,"건축,구조물",양식(옥),철골조,샌드위치패널,1.0,1,,492.0,492.0,사용중,공장,,,0,0,0,293,화,평택소방서,팽성119안전센터,20210105115749,20210105115944,20210105120330,20210105121339,20210105122339,20210105122839,000226,001209,경기도,평택시,6,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,"종이,목재,건초등",종이,산업시설,공장시설,금속기계 및 기구공업,1.0,0.0,N,N,N,,,,,-2.9,18 m/s 이상,서,23.0
210104174332607,"건축,구조물",조립식,샌드위치패널조,샌드위치패널,1.0,1,0,30.0,30.0,사용중,,전기,380/220V이상 상용전원,0,0,0,262,월,하동소방서,진교119안전센터,20210104153947,20210104154028,20210104154537,20210104155644,20210104161153,20210104162849,000309,001576,경상남도,하동군,32,20,5.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마",기타,기타,산업장비,용접절단기(토치),,,산업시설,창고시설,"창고, 물품저장소",1.0,0.0,N,N,N,,,,,7.5,0~4 m/s,서,31.0
210107214048273,"자동차,철도차량",,,,,,,,,,,,,0,0,0,220,수,의창소방서,봉곡119안전센터,20210106064847,20210106064847,20210106065305,20210106065305,20210106065305,20210106071005,000258,000000,경상남도,창원시 의창구,3,1,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",부주의,가연물 근접방치,기타,기타,,,,,"자동차,철도차량",자동차,승용자동차,,,N,N,N,일반도로,엔진룸,,,-5.5,5~8 m/s,북서,41.0
210105223242833,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,288,화,광진소방서,구의119안전센터,20210105213517,20210105213700,20210105213900,20210105214300,20210105214300,20210105220400,000120,000240,서울특별시,광진구,2,2,0.0,작동기기,작동기기,부주의,"불씨,불꽃,화원방치",합성수지,"플라스틱, PVC, 비닐, 장판",,,,,기타,야외,기타야외,,,N,N,N,,,,,-6.4,0~4 m/s,북서,29.0
210122163407925,"건축,구조물",절충식,철골조,슬라브가,1.0,2,0,15870.0,13142.0,사용중,공장,전기,380/220V이상 상용전원,0,0,0,550,금,의창소방서,대산119안전센터,20210122145603,20210122145603,20210122145803,20210122150103,20210122150103,20210122151003,000120,000180,경상남도,창원시 의창구,20,1,0.0,작동기기,작동기기,기계적 요인,"과열, 과부하",기타,기타,산업장비,기타(산업장비),,,산업시설,공장시설,금속기계 및 기구공업,1.0,0.0,N,N,N,,,,,10.5,0~4 m/s,동,91.8
210122160231124,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,2,0,481.0,214.0,사용중,근린생활시설,전기,380/220V이상 상용전원,0,0,0,143,목,포항남부소방서,일월119안전센터,20210121172409,20210121172444,20210121172833,20210121172900,20210121172900,20210121174042,000229,000027,경상북도,포항시 남구,2,2,0.0,작동기기,작동기기,기계적 요인,기타(기계적요인),기타,기타,기타,기타,,,생활서비스,음식점,분식,1.0,0.0,N,N,N,,,,,10.5,0~4 m/s,남서,56.0
210121211706856,기타(쓰레기 화재등),,,,,,,,,,,전기,380/220V이상 상용전원,0,0,0,19,목,서대문소방서,연희119안전센터,20210121200015,20210121200130,20210121200500,20210121200500,20210121200500,20210121205000,000210,000000,서울특별시,서대문구,1,1,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자","전기, 전자기기 내부배선",계절용 기기,열선,,,기타,야외,기타야외,,,N,N,N,,,,,4.3,0~4 m/s,북,97.0
210122000916443,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,559.0,139.0,사용중,숙박시설,전기,380/220V이상 상용전원,0,0,0,55,목,광양소방서,광양119안전센터,20210121223910,20210121223946,20210121224243,20210121224644,20210121224844,20210121232044,000177,000361,전라남도,광양시,15,2,0.0,작동기기,작동기기,부주의,"기기(전기, 기계 등) 사용.설치부주의","전기,전자",전선피복,"조명, 간판",형광등,,,"판매,업무시설",숙박시설,여관,2.0,0.0,N,Y,N,,,,,7.9,0~4 m/s,북,99.0
210104165149250,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,151,월,순천소방서,신대119안전센터,20210104124138,20210104124250,20210104124700,20210104125100,20210104130000,20210104133500,000250,000780,전라남도,순천시,12,4,0.0,"불꽃, 불티","불꽃, 불티",부주의,쓰레기 소각,"종이,목재,건초등","풀, 나뭇잎",,,합성수지,"플라스틱, PVC, 비닐, 장판",기타,야외,야적장,,,N,N,N,,,,,7.3,0~4 m/s,서,31.0
210104230004073,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,675.0,119.0,사용중,,,,0,0,0,11,월,성동소방서,왕십리119안전센터,20210104211345,20210104211400,20210104211900,20210104211900,20210104211900,20210104213000,000300,000000,서울특별시,성동구,2,0,0.0,작동기기,작동기기,부주의,불장난,"종이,목재,건초등",종이,주방기기,가스렌지,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),4.0,0.0,N,N,N,,,,,0.5,0~4 m/s,남동,52.0
210105141232946,"건축,구조물",양식(옥),목조,기타 즙,1.0,1,0,137.0,137.0,사용중,,,,0,0,0,486,화,일산소방서,고봉119안전센터,20210105122113,20210105122201,20210105122720,20210105123116,20210105123116,20210105124700,000319,000236,경기도,고양시 일산동구,9,2,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치","종이,목재,건초등",나무,,,"종이,목재,건초등",나무,주거,단독주택,단독주택,1.0,0.0,N,N,N,,,,,-4.6,0~4 m/s,북서,0.0
210105222725734,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,19,5,35081.0,1783.0,사용중,복합건축물,,,0,0,0,1699,화,성산소방서,신월119안전센터,20210105202320,20210105202320,20210105202620,20210105203820,20210105204220,20210105211520,000180,000960,경상남도,창원시 성산구,1,1,0.0,작동기기,작동기기,전기적 요인,미확인단락,가구,"침대, 매트리스",,,,,"판매,업무시설",일반업무,오피스텔,19.0,0.0,N,Y,N,,,,,0.2,0~4 m/s,북,30.0
210106002404009,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,16758,화,중부소방서,유곡119안전센터,20210105225356,20210105225428,20210105225857,20210105230117,20210105230621,20210106001516,000269,000444,울산광역시,중구,2,2,0.0,작동기기,작동기기,기계적 요인,"과열, 과부하","전기,전자","작동장치(모터, 히터, 램프 등)",,,,,기타,야외,기타야외,,30.0,N,N,N,,,,,-3.4,0~4 m/s,북,33.0
210121202813759,"건축,구조물",기타 식,철골조,샌드위치패널,14.0,1,0,9882.0,9882.0,사용중,동식물관련시설,,,0,0,0,159622,목,홍성소방서,광천119안전센터,20210121154437,20210121154603,20210121155300,20210121162800,20210121165900,20210121184000,000417,003960,충청남도,홍성군,11,12,5.0,작동기기,작동기기,전기적 요인,미확인단락,합성수지,"플라스틱, PVC, 비닐, 장판",,,,,산업시설,동식물시설,돈사,1.0,100.0,N,N,N,,,,,9.0,NONE,북,99.0
210121100041423,"자동차,철도차량",,,,,,,,,,,,,0,0,0,0,목,금정소방서,부곡119안전센터,20210121085742,20210121085923,20210121090554,20210121090715,20210121090831,20210121092908,000391,000157,부산광역시,금정구,3,3,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,,,"자동차,철도차량",자동차,화물자동차,,,N,N,N,고속도로,적재함,,,-1.5,0~4 m/s,동,87.0
210121203032226,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,,1,,341.0,0.0,사용중,근린생활시설,,,0,0,0,11,목,군산소방서,내흥119안전센터_폐서예정,20210121184832,20210121184948,20210121185639,20210121185928,20210121190528,20210121195328,000411,000529,전북특별자치도,군산시,4,3,0.0,"불꽃, 불티","불꽃, 불티",부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등","기타(종이,목재,건초등)",,,,,집합시설,종교시설,교회,1.0,0.0,N,N,N,,,,,7.1,0~4 m/s,남동,99.4
