WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,BLDG_GFA,BTTM_AREA,BLDG_STTS_NM,SPFPTG_NM,SMTPR_LCLSF_NM,SMTPR_SCLSF_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,DOW_NM,FRSTN_NM,CNTR_NM,RCPT_DT,DSPT_DT,GRNDS_ARVL_DT,BGNN_POTFR_DT,PRFECT_POTFR_DT,CBK_DT,DSPT_REQ_HR,FIRE_SUPESN_HR,CTPV_NM,SGG_NM,FRSTN_GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,VHCL_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_IGTN_PSTN_NM,HR_UNIT_ARTMP,HR_UNIT_WSPD_INFO,WNDRCT_BRNG,HR_UNIT_HUM
220328162024242,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,5,0,1327.0,335.0,사용중,근린생활시설,,,0,0,0,7730,월,종로소방서,종로119안전센터,20220328120100,20220328120242,20220328120622,20220328120840,20220328122914,20220328130231,000220,001372,서울특별시,종로구,1,0,0.0,화학적 발화열,화학적 발화열,부주의,가연물 근접방치,가연성가스,부탄가스,,,,,"판매,업무시설",판매시설,상가빌딩,3.0,100.0,N,Y,N,,,,,14.0,0~4 m/s,북서,41.0
220303152740201,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,33,목,종로소방서,종로119안전센터,20220303105846,20220303105945,20220303110154,20220303113300,20220303113300,20220303115128,000129,001866,서울특별시,종로구,0,0,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,,,기타,도로,전봇대,,,N,N,N,,,,,6.7,0~4 m/s,북서,38.0
220317012034485,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,761.0,143.0,사용중,복합건축물,,,0,0,0,162,수,종로소방서,종로119안전센터,20220316225432,20220316225604,20220316225803,20220317225840,20220317225840,20220317235013,000119,000037,서울특별시,종로구,1,0,0.0,작동기기,작동기기,전기적 요인,트래킹에 의한 단락,"전기,전자","전기, 전자기기 케이스",,,,,생활서비스,음식점,"커피숍,다방,카페(휴게)",1.0,0.0,N,N,N,,,,,9.0,0~4 m/s,서,71.0
220330121159295,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,1,,56.0,0.0,사용중,,,,0,0,0,20,수,종로소방서,숭인119안전센터,20220330104710,20220330105059,20220330105501,20220330110712,20220330110712,20220330111032,000242,000731,서울특별시,종로구,3,0,0.0,작동기기,작동기기,전기적 요인,트래킹에 의한 단락,"전기,전자","콘센트, 스위치류",,,,,주거,단독주택,단독주택,1.0,0.0,N,N,N,,,,,13.0,0~4 m/s,북동,56.0
220302175205691,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,15,5,36371.0,2143.0,신축,복합건축물,,,0,0,0,821,수,종로소방서,숭인119안전센터,20220302145456,20220302145630,20220302145902,20220302150900,20220302150900,20220302161647,000152,000598,서울특별시,종로구,1,2,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",부주의,가연물 근접방치,가연성가스,기타(가연성가스),,,가연성가스,기타(가연성가스),주거,공동주택,아파트,8.0,5.0,N,Y,N,,,,,7.9,5~8 m/s,서,38.0
220323164649760,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,300,수,중부소방서,무학119안전센터,20220323144402,20220323144509,20220323144729,20220323144800,20220323144800,20220323153000,000140,000031,서울특별시,중구,1,1,0.0,"불꽃, 불티","불꽃, 불티",부주의,음식물 조리중,쓰레기류,분진,,,,,기타,야외,기타야외,,,N,N,N,,,,,5.9,0~4 m/s,서,40.0
220324060106808,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,210,목,중부소방서,무학119안전센터,20220324053111,20220324053205,20220324053525,20220324053525,20220324053525,20220324054500,000200,000000,서울특별시,중구,0,0,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",방화,방화,"침구,직물류",의류,,,,,기타,도로,기타도로,,,N,N,N,,,,,3.8,0~4 m/s,남서,77.0
220329162254330,기타(쓰레기 화재등),,,,,,,,,,,전기,380/220V이상 상용전원,0,0,0,100,화,중부소방서,무학119안전센터,20220329143552,20220329143705,20220329144000,20220329144000,20220329144000,20220329150000,000175,000000,서울특별시,중구,0,0,0.0,작동기기,작동기기,부주의,"기기(전기, 기계 등) 사용.설치부주의","종이,목재,건초등",종이,생활기기,기타(생활기기),,,기타,야외,기타야외,,,N,N,N,,,,,12.7,0~4 m/s,북,43.0
220331192206840,"건축,구조물",한식(옥),목조,와가,1.0,2,1,148.0,89.0,사용중,,기타,기타,0,2,2,1876,목,중부소방서,무학119안전센터,20220331151654,20220331151719,20220331152034,20220331152700,20220331153200,20220331161000,000195,000686,서울특별시,중구,0,0,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",미상,미상,기타,기타,기타,기타,,,주거,단독주택,다가구주택(원룸포함),1.0,6.0,N,N,N,,,,,12.4,0~4 m/s,동,47.0
220302170113617,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,5,1,1796.0,326.0,사용중,업무시설,,,0,0,0,11,수,중부소방서,무학119안전센터,20220302154643,20220302154721,20220302155055,20220302155900,20220302155900,20220302162547,000214,000485,서울특별시,중구,0,0,0.0,"불꽃, 불티","불꽃, 불티",부주의,"용접, 절단, 연마",쓰레기류,쓰레기,,,,,"판매,업무시설",일반업무,일반빌딩,1.0,0.0,N,Y,N,,,,,6.2,NONE,서,42.1
220310012908463,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,2,1,154.0,54.0,사용중,,,,0,0,0,7,목,중부소방서,무학119안전센터,20220310004127,20220310004202,20220310004458,20220310005000,20220310005000,20220310010311,000176,000302,서울특별시,중구,1,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,다가구주택(원룸포함),1.0,0.0,N,N,N,,,,,5.9,0~4 m/s,남동,68.0
220317174108648,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,442.0,103.0,사용중,,,,0,0,0,7854,목,중부소방서,무학119안전센터,20220317163342,20220317163420,20220317163732,20220317164600,20220317164800,20220317171000,000192,000628,서울특별시,중구,0,0,0.0,"불꽃, 불티","불꽃, 불티",부주의,"불씨,불꽃,화원방치",식품,기타(식품),,,,,생활서비스,음식점,"치킨,족발",1.0,0.0,N,N,N,,,,,12.9,0~4 m/s,남서,48.0
220317023642991,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,12,6,21414.0,1081.0,사용중,업무시설,전기,380/220V이상 상용전원,0,0,0,61,수,중부소방서,무학119안전센터,20220316223228,20220316223518,20220316223900,20220316223900,20220316223900,20220316231000,000222,000000,서울특별시,중구,1,1,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,생활기기,기타(생활기기),,,"판매,업무시설",일반업무,일반빌딩,6.0,0.0,N,Y,N,,,,,10.4,0~4 m/s,북동,61.0
220313000645930,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,5,2,8863.0,1240.0,사용중,판매시설 및 영업시설,,,0,0,0,205,토,중부소방서,무학119안전센터,20220312223029,20220312223056,20220312223331,20220312223400,20220312223400,20220312230700,000155,000029,서울특별시,중구,0,0,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,,,"판매,업무시설",판매시설,쇼핑센터,5.0,0.0,N,N,N,,,,,11.8,0~4 m/s,북서,94.0
220307125047996,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,454.0,86.0,사용중,,,,0,0,0,50,월,중부소방서,을지로119안전센터,20220307112059,20220307112154,20220307112400,20220307112400,20220307112400,20220307114000,000126,000000,서울특별시,중구,2,0,0.0,미상(발화원인),미상(발화원인),미상,미상,기타,기타,,,,,산업시설,공장시설,인쇄업,2.0,0.0,N,N,N,,,,,5.4,0~4 m/s,남서,28.0
220310090230413,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,2,0,163.0,59.0,사용중,,,,0,0,0,15733,목,중부소방서,을지로119안전센터,20220310073951,20220310074034,20220310074439,20220310075500,20220310080600,20220310085000,000245,001281,서울특별시,중구,1,1,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,합성수지,"플라스틱, PVC, 비닐, 장판",주거,공동주택,다세대주택,3.0,0.0,N,N,N,,,,,6.6,0~4 m/s,동,64.0
220327141944522,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,5,1,1051.0,134.0,사용중,,전기,380/220V이상 상용전원,0,0,0,80,일,중부소방서,을지로119안전센터,20220327131414,20220327131452,20220327131859,20220327132400,20220327132400,20220327134500,000247,000301,서울특별시,중구,1,1,0.0,작동기기,작동기기,부주의,"불씨,불꽃,화원방치","침구,직물류",커튼,산업장비,사출성형기,,,"판매,업무시설",일반업무,일반회사,4.0,0.0,N,N,N,,,,,9.7,5~8 m/s,서,45.0
220309190543974,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,18,1,13543.0,715.0,사용중,공동주택,,,0,0,0,265,수,중부소방서,신당119안전센터,20220309165025,20220309165120,20220309165300,20220309165300,20220309165300,20220309185800,000100,000000,서울특별시,중구,2,1,0.0,미상(발화원인),미상(발화원인),미상,미상,"종이,목재,건초등",종이,,,,,주거,공동주택,아파트,4.0,5.0,N,N,N,,,,,12.1,0~4 m/s,서,56.0
220317020945235,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,18,1,15560.0,825.0,사용중,공동주택,전기,380/220V이상 상용전원,0,0,0,12338,수,중부소방서,신당119안전센터,20220316201508,20220316201556,20220316201946,20220316204100,20220316204100,20220316213000,000230,001274,서울특별시,중구,1,1,0.0,작동기기,작동기기,전기적 요인,기타(전기적요인),"전기,전자","콘센트, 스위치류",전기설비,기타(전기설비),"전기,전자","콘센트, 스위치류",주거,공동주택,아파트,5.0,20.0,N,Y,N,,,,,11.3,0~4 m/s,북동,59.0
220328090743242,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,2,1,196.0,60.0,사용중,,전기,380/220V이상 상용전원,0,0,0,1511,월,광진소방서,구의119안전센터,20220328062813,20220328062857,20220328063334,20220328064501,20220328065820,20220328074530,000277,001486,서울특별시,광진구,1,1,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,전기설비,배전반/분전반,,,주거,단독주택,다가구주택(원룸포함),1.0,0.0,N,N,N,,,,,2.1,0~4 m/s,북,43.0
220306094738938,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,5,2,3159.0,556.0,사용중,,,,0,0,0,48,일,중부소방서,회현119안전센터,20220306082004,20220306082029,20220306082441,20220306083400,20220306083400,20220306094000,000252,000559,서울특별시,중구,4,1,0.0,작동기기,작동기기,전기적 요인,절연열화에 의한 단락,"전기,전자",전선피복,,,,,집합시설,종교시설,교회,3.0,0.0,N,N,N,,,,,-2.1,0~4 m/s,북서,33.0
220302192429591,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,11,수,중부소방서,회현119안전센터,20220302180554,20220302180849,20220302181113,20220302181113,20220302181113,20220302181113,000144,000000,서울특별시,중구,4,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,4.3,0~4 m/s,북서,52.0
220307222317713,"건축,구조물",양식(옥),벽돌조,슬라브가,1.0,3,1,490.0,134.0,사용중,,전기,380/220V이상 상용전원,0,0,0,151,월,동작소방서,동작119안전센터,20220307193401,20220307193610,20220307194029,20220307194100,20220307194100,20220307210000,000259,000031,서울특별시,동작구,2,2,0.0,작동기기,작동기기,전기적 요인,과부하/과전류,합성수지,"플라스틱, PVC, 비닐, 장판",배선/배선기구,스위치 멀티탭,,,주거,단독주택,단독주택,-1.0,1.0,N,N,N,,,,,3.3,0~4 m/s,서,35.0
220316152916807,"건축,구조물",양식(옥),철근콘크리트조,기타 즙,1.0,3,1,198.0,0.0,사용중,,,,0,0,0,33,수,동작소방서,동작119안전센터,20220316141655,20220316141830,20220316142300,20220316142600,20220316142600,20220316144100,000270,000180,서울특별시,동작구,2,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,가연물 근접방치,"침구,직물류",의류,,,,,주거,단독주택,다중주택,-1.0,1.0,N,N,N,,,,,15.0,0~4 m/s,북서,34.0
220330153219388,"건축,구조물",양식(옥),벽돌조,슬라브가,1.0,2,0,99.0,62.0,사용중,,,,0,0,0,279,수,동작소방서,노량진119안전센터,20220330131436,20220330131610,20220330131704,20220330132000,20220330132000,20220330141800,000054,000176,서울특별시,동작구,9,1,0.0,"불꽃, 불티","불꽃, 불티",부주의,음식물 조리중,기타,기타,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),2.0,4.0,N,N,N,,,,,14.3,0~4 m/s,남서,72.0
220305112236434,"건축,구조물",양식(옥),철근콘크리트조,기타 즙,1.0,19,1,8167.0,84.0,사용중,공동주택,전기,380/220V이상 상용전원,0,0,0,489,토,동작소방서,노량진119안전센터,20220305090036,20220305090151,20220305090634,20220305090634,20220305090634,20220305095500,000283,000000,서울특별시,동작구,6,1,0.0,작동기기,작동기기,전기적 요인,기타(전기적요인),"전기,전자","기타(전기,전자)","차량, 선박부품",밧데리,,,주거,공동주택,아파트,14.0,5.0,N,Y,N,,,,,1.9,0~4 m/s,북서,25.0
220310101347974,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,102.0,15,1,8742.0,568.0,사용중,공동주택,,,0,0,0,74,목,동작소방서,노량진119안전센터,20220310082837,20220310082914,20220310083400,20220310083500,20220310083500,20220310095000,000286,000060,서울특별시,동작구,7,3,0.0,작동기기,작동기기,부주의,음식물 조리중,기타,기타,,,,,주거,공동주택,아파트,6.0,0.0,N,Y,N,,,,,4.8,0~4 m/s,남,86.0
220320064507399,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,36,일,동작소방서,노량진119안전센터,20220320010455,20220320010655,20220320011100,20220320011700,20220320011700,20220320015000,000245,000360,서울특별시,동작구,10,4,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,,,기타,야외,기타야외,,,N,N,N,,,,,3.3,0~4 m/s,남서,99.0
220328210656069,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,647.0,109.0,사용중,근린생활시설,,,0,0,0,27,월,동작소방서,노량진119안전센터,20220328195235,20220328195624,20220328195700,20220328195700,20220328195700,20220328203000,000036,000000,서울특별시,동작구,4,0,0.0,작동기기,작동기기,부주의,음식물 조리중,식품,음식물,,,,,생활서비스,일상서비스,고시원업,5.0,0.0,N,N,N,,,,,9.0,0~4 m/s,서,24.0
220323083803258,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,262.0,57.0,사용중,,,,0,0,0,58,수,동작소방서,노량진119안전센터,20220323062326,20220323062500,20220323063000,20220323063000,20220323063000,20220323074500,000300,000000,서울특별시,동작구,5,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"종이,목재,건초등",종이,,,,,주거,단독주택,단독주택,1.0,0.0,N,N,N,,,,,4.0,0~4 m/s,북,78.0
220325204520839,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,492.0,116.0,사용중,근린생활시설,,,0,0,0,5103,금,동작소방서,백운119안전센터,20220325173409,20220325173600,20220325174000,20220325175700,20220325182600,20220325191000,000240,002760,서울특별시,동작구,9,3,0.0,미상(발화원인),미상(발화원인),미상,미상,미상,미상,,,,,주거,공동주택,다세대주택,4.0,20.0,N,N,N,,,,,18.6,0~4 m/s,북동,49.0
220330173457188,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,6,1,606.0,106.0,사용중,공동주택,,,0,0,0,47,수,동작소방서,백운119안전센터,20220330161822,20220330161915,20220330162352,20220330162352,20220330162352,20220330172055,000277,000000,서울특별시,동작구,6,2,0.0,"마찰, 전도, 복사","마찰, 전도, 복사",부주의,가연물 근접방치,합성수지,"플라스틱, PVC, 비닐, 장판",,,,,주거,단독주택,다가구주택(원룸포함),4.0,0.0,N,Y,N,,,,,12.6,0~4 m/s,남동,74.0
220331204143704,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,3,1,220.0,54.0,사용중,,,,0,0,0,2,목,동작소방서,백운119안전센터,20220331193712,20220331193745,20220331194447,20220331194447,20220331194447,20220331203139,000422,000000,서울특별시,동작구,8,2,0.0,작동기기,작동기기,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1.0,0.0,N,N,N,,,,,12.8,0~4 m/s,북서,48.0
220302004452990,기타(쓰레기 화재등),,,,,,,,,,,,,0,0,0,5,화,동작소방서,백운119안전센터,20220301234024,20220301234112,20220301234537,20220301234600,20220301234600,20220302000100,000265,000023,서울특별시,동작구,13,2,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,-1.0,0~4 m/s,서,55.0
220310235204186,"건축,구조물",양식(옥),철근콘크리트조,슬라브가,1.0,4,1,479.0,88.0,사용중,,,,0,0,0,405,목,동작소방서,백운119안전센터,20220310222114,20220310222157,20220310222454,20220310222454,20220310222454,20220310225100,000177,000000,서울특별시,동작구,4,1,0.0,"담뱃불, 라이터불","담뱃불, 라이터불",부주의,담배꽁초,"침구,직물류","기타(침구,직물류)",,,,,생활서비스,음식점,호프집,1.0,0.0,N,N,N,,,,,7.4,0~4 m/s,남,51.0
