adm_cd,adm_nm,gu_cd,fire_rate_per_10k,v2_pred_fire_rate,v2_risk_score,v2_risk_grade,log_avg_living_pop,ratio_65plus,old_bldg_ratio,avg_floors,damage_per_fire,injury_per_fire,avg_living_pop,fire_count,fire_damage,fire_injury,shap_생활인구 (log),shap_65세+ 비율,shap_노후건물비율 (구단위),shap_평균 층수 (구단위),shap_화재당 재산피해 (log),shap_화재당 부상자 수
1121574000,서울특별시 광진구 중곡1동,11215,12.1654,13.3124,6.72,매우높음,9.638548267819163,0.1439,0.6359,3.27,8.99727929582951,0.033898305084745756,15344.050650327512,18.666666666666668,158908.0,0.6666666666666666,0.03889021890879025,0.001013671803090622,-0.0014863213234352815,0.018863854318320786,0.031386147214720474,0.0011870970404403588
1114067000,서울특별시 중구 황학동,11140,24.8931,13.3128,6.72,매우높음,9.492332860731505,0.1548,0.5778,3.2,7.976800758840702,0.06862745098039215,13256.68761775837,33.0,98994.33333333331,2.333333333333333,0.059446303055793584,0.0001684283320312759,0.0001951816926015963,0.022787984488550954,0.009863298195463784,-0.0025733308688317184
1147057000,서울특별시 양천구 신월2동,11470,16.0292,13.3116,6.72,매우높음,9.496273451706902,0.177,0.6145,3.1,7.972342488015914,0.08955223880597017,13309.033811672123,21.33333333333333,64736.333333333336,2.0,0.058892304532022335,-0.001553076719117118,-0.0008669725361170523,0.02839388473173693,0.009769269084246994,-0.004839040378974441
1111056000,서울특별시 종로구 평창동,11110,20.2602,13.2953,6.7,매우높음,9.794471627300624,0.2062,0.3906,2.58,8.089312652755202,0.044642857142857144,17933.322739377254,36.333333333333336,121648.66666666669,1.6666666666666667,0.016969316304710845,-0.0038173986782852765,0.005613036505030223,0.05754456599630396,0.0122362795153237,2.369055894051242e-05
1114060500,서울특별시 중구 을지로동,11140,24.2346,13.2899,6.69,매우높음,9.776032747669081,0.1393,0.5778,3.2,9.690538520382798,0.06106870229007635,17605.66403422489,42.66666666666666,705782.0,2.6666666666666665,0.019561595523652657,0.0013703800569321808,0.0001951816926015963,0.022787984488550954,0.04600763417445168,-0.001754879138989421
1129058000,서울특별시 성북구 돈암1동,11290,5.6975,13.2797,6.67,매우높음,9.462818689828154,0.2066,0.6333,2.79,6.691686641339889,0.04,12871.115863400655,7.333333333333333,6705.666666666667,0.3333333333333333,0.06359563172575104,-0.0038484167873149787,-0.001411073339929327,0.04577217548561343,-0.017240963306303276,0.0005264132470026992
1154564000,서울특별시 금천구 독산4동,11545,18.1808,13.2623,6.65,매우높음,9.37032901914766,0.1692,0.6476,3.1,6.820244455716029,0.059701492537313446,11733.975483997452,21.33333333333333,20439.666666666668,1.3333333333333333,0.07659853949796053,-0.0009482235930379525,-0.0018249372492120687,0.02839388473173693,-0.014529558481241652,-0.0016068393994701402
1120062000,서울특별시 성동구 금호4가동,11200,12.6656,13.2533,6.64,매우높음,9.412375313252102,0.1733,0.75,3.32,7.5022533784722425,0.0,12237.90771669396,15.5,29883.5,0.0,0.07068734876303052,-0.0012661592105923873,-0.004788550138061918,0.01606090419672781,-0.00014535093329899116,0.004857562559538462
1114063500,서울특별시 중구 약수동,11140,10.9596,13.2484,6.63,매우높음,9.567726381075262,0.2097,0.5778,3.2,8.201512112941389,0.02,14294.875971815864,15.666666666666666,60757.66666666666,0.3333333333333333,0.04884690331267371,-0.004088807132295159,0.0001951816926015963,0.022787984488550954,0.014602671314954347,0.0026919879032705806
1153059500,서울특별시 구로구 가리봉동,11530,24.1857,13.2091,6.58,매우높음,9.295506630305853,0.1237,0.5993,3.43,6.5931781703847845,0.02439024390243903,10887.980900272927,26.33333333333333,19928.666666666668,0.6666666666666666,0.08711764519104176,0.002580086309090512,-0.00042706124792840324,0.009894413929223226,-0.019318599308076247,0.0022166178567727523
