adm_cd,adm_nm,fire_count,fire_death,fire_injury,fire_damage,avg_living_pop,avg_65plus_pop,ratio_65plus,multi_use_cnt,old_bldg_ratio,avg_floors,cntr_dist_avg,dispatch_delay_avg,fire_rate_per_10k
1123065000,서울특별시 동대문구 장안1동,53.0,1.6666666666666667,3.6666666666666665,227646.0,34900.448211963245,5356.223806586609,0.1535,0.0,0.6955,3.25,1.1085106382978724,2.7450733752620544,15.1861
1123066000,서울특별시 동대문구 장안2동,34.333333333333336,0.0,1.3333333333333333,249187.66666666666,28041.11711257278,4275.656488227802,0.1525,0.0,0.6955,3.25,1.546601941747573,3.6194174757281554,12.2439
1123074000,서울특별시 동대문구 이문1동,24.333333333333332,0.3333333333333333,0.3333333333333333,25159.0,24447.81622449054,2754.488285234716,0.1127,0.0,0.6955,3.25,1.4541666666666666,3.643287037037037,9.9532
1123075000,서울특별시 동대문구 이문2동,11.666666666666666,0.0,1.3333333333333333,17867.0,14384.538511280933,2787.8994825964337,0.1938,0.0,0.6955,3.25,2.0885714285714285,4.504761904761905,8.1106
1123060000,서울특별시 동대문구 답십리1동,17.333333333333332,0.0,0.3333333333333333,60786.666666666664,22437.41779495997,3432.457777347161,0.153,0.0,0.6955,3.25,1.2884615384615383,3.324679487179487,7.7252
1126052000,서울특별시 중랑구 면목2동,30.333333333333332,0.6666666666666666,0.6666666666666666,59492.0,20570.34478422489,3708.180873735444,0.1803,0.0,0.5997,3.26,1.9868131868131869,3.86941391941392,14.7461
1126054000,서울특별시 중랑구 면목4동,20.666666666666668,0.0,0.3333333333333333,5220.666666666667,16820.687932478166,3222.6878618176856,0.1916,0.0,0.5997,3.26,1.1540983606557378,3.625,12.2865
1126055000,서울특별시 중랑구 면목5동,12.333333333333334,0.0,0.3333333333333333,8014.333333333333,11329.59713820051,1965.6051496270013,0.1735,0.0,0.5997,3.26,1.7216216216216218,3.8157657657657658,10.8859
1126057000,서울특별시 중랑구 면목7동,25.666666666666668,1.0,3.0,56575.666666666664,18334.636637918484,3684.2315432405385,0.2009,0.0,0.5997,3.26,1.5266666666666666,3.899122807017544,13.999
1126058000,서울특별시 중랑구 상봉1동,21.333333333333332,1.0,3.3333333333333335,63302.333333333336,17558.17922378093,2886.527750554949,0.1644,0.0,0.5997,3.26,1.5359375,3.376822916666667,12.1501
1126059000,서울특별시 중랑구 상봉2동,42.666666666666664,0.0,2.3333333333333335,52042.333333333336,25610.85729102984,3846.78138845524,0.1502,0.0,0.5997,3.26,1.6828125,3.487109375,16.6596
1126060000,서울특별시 중랑구 중화1동,20.0,0.0,1.0,33150.666666666664,15212.69996374636,2844.6167333879184,0.187,0.0,0.5997,3.26,0.9925925925925926,2.9791666666666665,13.1469
1126061000,서울특별시 중랑구 중화2동,46.0,0.0,3.3333333333333335,51555.666666666664,25722.05750623181,5217.39667231623,0.2028,0.0,0.5997,3.26,1.1595419847328243,3.1851581508515814,17.8835
1126062000,서울특별시 중랑구 묵1동,30.333333333333332,0.3333333333333333,1.6666666666666667,62452.333333333336,25699.056480221974,4716.780066921397,0.1835,0.0,0.5997,3.26,1.71,3.418315018315018,11.8033
1126063000,서울특별시 중랑구 묵2동,22.333333333333332,0.0,1.6666666666666667,44050.333333333336,18689.70919220342,3351.4275933133185,0.1793,0.0,0.5997,3.26,1.603030303030303,3.439800995024876,11.9495
1126066000,서울특별시 중랑구 망우3동,24.333333333333332,0.0,2.0,31968.666666666668,11800.39107544301,2483.275078672236,0.2104,0.0,0.5997,3.26,1.2347222222222225,3.209360730593607,20.6208
1126068000,서울특별시 중랑구 신내1동,30.0,0.0,1.3333333333333333,18718.333333333332,34117.48501199054,5702.457419768923,0.1671,0.0,0.5997,3.26,1.475,3.556481481481481,8.7931
1126069000,서울특별시 중랑구 신내2동,16.666666666666668,0.3333333333333333,0.6666666666666666,29512.0,17518.435489283114,3492.7875381459244,0.1994,0.0,0.5997,3.26,0.9723404255319148,2.5789115646258507,9.5138
1126056500,서울특별시 중랑구 면목본동,44.666666666666664,0.0,2.3333333333333335,64910.666666666664,26894.28781298217,4739.498548007641,0.1762,0.0,0.5997,3.26,1.82089552238806,3.958830845771145,16.6082
1126057500,서울특별시 중랑구 면목3·8동,34.0,0.0,2.0,26905.0,20259.765043986536,3694.125077356259,0.1823,0.0,0.5997,3.26,1.7431372549019608,3.9361111111111113,16.782
1126065500,서울특별시 중랑구 망우본동,50.0,0.0,2.6666666666666665,69340.0,39001.98964354076,6874.533817239811,0.1763,0.0,0.5997,3.26,1.2090909090909092,3.222222222222222,12.8199
1129058000,서울특별시 성북구 돈암1동,7.333333333333333,0.0,0.3333333333333333,6705.666666666667,12871.115863400655,2659.684565675036,0.2066,0.0,0.6333,2.79,1.3045454545454545,2.860606060606061,5.6975
