adm_cd,adm_nm,sigungu_nm,fire_rate_per_10k,pred_fire_rate,risk_score,risk_grade,ratio_65plus,old_bldg_ratio,avg_floors,multi_use_cnt,multi_use_per_pop,avg_living_pop,avg_65plus_pop,fire_count,fire_injury,fire_damage
1144060000,서울특별시 마포구 대흥동,마포구,12.9903,13.8497,4.89,높음,0.1016,0.6235,3.22,1.0,0.4330088246075712,23094.21755795124,2345.4958602347165,30.0,2.0,204871.0
1171065000,서울특별시 송파구 잠실본동,송파구,16.6422,13.834,4.88,높음,0.1292,0.4684,6.28,0.0,0.0,35451.96605090065,4580.464244204876,59.0,2.0,138440.66666666666
1159055000,서울특별시 동작구 상도3동,동작구,15.2653,13.8268,4.88,높음,0.1759,0.5743,2.8,0.0,0.0,17468.826805558587,3073.22790356623,26.666666666666668,1.0,43455.333333333336
1117064000,서울특별시 용산구 이촌2동,용산구,10.943,13.8058,4.87,높음,0.1826,0.7379,2.75,0.0,0.0,7919.82139576965,1446.4608692776565,8.666666666666666,0.0,22262.33333333333
1168069000,서울특별시 강남구 개포4동,강남구,16.2202,13.7905,4.86,높음,0.1402,0.5206,4.83,0.0,0.0,16234.874714656113,2275.561648389738,26.33333333333333,0.6666666666666666,82812.66666666667
1162076500,서울특별시 관악구 미성동,관악구,13.8544,13.7883,4.86,높음,0.1691,0.5979,3.15,0.0,0.0,20691.3613338246,3498.4839667394467,28.666666666666668,0.3333333333333333,74690.66666666667
1171061000,서울특별시 송파구 삼전동,송파구,14.8941,13.7519,4.85,높음,0.1294,0.4684,6.28,2.0,0.6770038269502133,29541.930494095708,3822.625104548763,44.0,3.0,74236.0
1141072000,서울특별시 서대문구 북가좌2동,서대문구,13.2387,13.7288,4.84,높음,0.1753,0.6647,2.75,0.0,0.0,34243.129165547674,6004.13907580968,45.333333333333336,3.0,51974.333333333336
1144068000,서울특별시 마포구 합정동,마포구,16.3304,13.7221,4.83,높음,0.1093,0.6235,3.22,0.0,0.0,21840.68979393195,2386.775495924309,35.666666666666664,0.3333333333333333,73560.33333333333
1129077000,서울특별시 성북구 장위2동,성북구,12.2088,13.7266,4.83,높음,0.2156,0.6333,2.79,0.0,0.0,12013.191241675764,2589.971102783843,14.666666666666666,0.3333333333333333,26877.666666666668
1174065000,서울특별시 강동구 성내2동,강동구,15.5798,13.6848,4.82,높음,0.1758,0.5642,4.1,0.0,0.0,24390.48805433042,4287.980993813682,38.0,1.6666666666666667,43247.333333333336
1114063500,서울특별시 중구 약수동,중구,10.9596,13.6921,4.82,높음,0.2097,0.5778,3.2,0.0,0.0,14294.875971815864,2997.088321552038,15.666666666666666,0.3333333333333333,60757.66666666666
1168059000,서울특별시 강남구 삼성2동,강남구,14.1137,13.6761,4.81,높음,0.0986,0.5206,4.83,0.0,0.0,40386.30151106259,3980.726807687409,57.0,4.0,294636.6666666667
1117057000,서울특별시 용산구 원효로2동,용산구,12.153,13.628,4.79,높음,0.1659,0.7379,2.75,0.0,0.0,15633.997158342432,2593.2277789210334,19.0,1.0,37169.333333333336
1129057500,서울특별시 성북구 동선동,성북구,15.8253,13.6189,4.78,높음,0.1186,0.6333,2.79,0.0,0.0,24854.67147229804,2946.759608533479,39.333333333333336,2.6666666666666665,80864.33333333333
1126057000,서울특별시 중랑구 면목7동,중랑구,13.999,13.6036,4.78,높음,0.2009,0.5997,3.26,0.0,0.0,18334.636637918484,3684.2315432405385,25.666666666666668,3.0,56575.66666666666
1153073000,서울특별시 구로구 고척2동,구로구,14.1378,13.5885,4.77,높음,0.1829,0.5993,3.43,0.0,0.0,16032.628506741266,2931.8390653748183,22.666666666666668,0.3333333333333333,45838.0
1126063000,서울특별시 중랑구 묵2동,중랑구,11.9495,13.5777,4.77,높음,0.1793,0.5997,3.26,0.0,0.0,18689.70919220342,3351.4275933133185,22.33333333333333,1.6666666666666667,44050.333333333336
1141062000,서울특별시 서대문구 홍제1동,서대문구,10.6982,13.5813,4.77,높음,0.2,0.6647,2.75,0.0,0.0,23991.49598943777,4798.782081814046,25.666666666666668,2.0,128233.0
1117069000,서울특별시 용산구 서빙고동,용산구,12.3648,13.5746,4.76,높음,0.154,0.7379,2.75,0.0,0.0,15366.17493221434,2365.702700309316,19.0,0.3333333333333333,28287.33333333333
1162074500,서울특별시 관악구 삼성동,관악구,12.3338,13.5682,4.76,높음,0.2226,0.5979,3.15,9.0,4.561829897863304,19728.925018040394,4392.057891339156,24.33333333333333,1.0,76019.0
1150064000,서울특별시 강서구 방화2동,강서구,15.7566,13.5687,4.76,높음,0.1737,0.4572,3.62,0.0,0.0,26655.536378811863,4629.3179735716885,42.0,1.3333333333333333,129220.0
1147063000,서울특별시 양천구 신정2동,양천구,10.4187,13.5449,4.75,높음,0.139,0.6145,3.1,0.0,0.0,13757.287120342067,1911.7282372452687,14.333333333333334,1.0,125952.66666666669
1156053500,서울특별시 영등포구 영등포동,영등포구,15.2551,13.5225,4.74,높음,0.1132,0.554,3.37,0.0,0.0,51348.78656822234,5810.593926610262,78.33333333333333,15.333333333333334,1166355.0
1138063200,서울특별시 은평구 신사2동,은평구,13.7117,13.5085,4.73,높음,0.1875,0.5835,3.41,0.0,0.0,13127.520922216156,2461.9691683315136,18.0,1.3333333333333333,31209.33333333333
1117059000,서울특별시 용산구 용문동,용산구,13.4164,13.5087,4.73,높음,0.1722,0.7379,2.75,0.0,0.0,8695.826796761281,1497.297835180131,11.666666666666666,0.3333333333333333,4573.0
1117062500,서울특별시 용산구 한강로동,용산구,10.4873,13.4892,4.72,높음,0.0974,0.7379,2.75,0.0,0.0,49583.57488022198,4829.694196761281,52.0,0.3333333333333333,60484.0
1156065000,서울특별시 영등포구 신길3동,영등포구,12.1615,13.4658,4.71,높음,0.1743,0.554,3.37,0.0,0.0,13156.240946870452,2292.544791011645,16.0,0.6666666666666666,35331.666666666664
1121573000,서울특별시 광진구 군자동,광진구,13.7596,13.4599,4.71,높음,0.1101,0.6359,3.27,0.0,0.0,21318.41127562773,2346.5815465429405,29.33333333333333,2.0,51928.0
1130563500,서울특별시 강북구 수유3동,강북구,12.368500000000001,13.4616,4.71,높음,0.16005,0.7607,2.91,0.0,0.0,21332.169676937774,3326.947067289848,51.0,2.6666666666666665,82044.33333333333
1156070000,서울특별시 영등포구 대림1동,영등포구,13.323,13.428,4.7,높음,0.1864,0.554,3.37,0.0,0.0,15762.187729839883,2937.4721191229983,21.0,1.3333333333333333,38791.333333333336
1132051500,서울특별시 도봉구 창5동,도봉구,13.8049,13.4388,4.7,높음,0.1888,0.65,4.79,0.0,0.0,19799.71595458515,3738.9988501546577,27.33333333333333,1.6666666666666667,35095.333333333336
1120072000,서울특별시 성동구 송정동,성동구,12.042,13.4157,4.69,높음,0.1338,0.75,3.32,0.0,0.0,9965.082251009826,1333.1168366448326,12.0,0.0,18395.33333333333
1159067000,서울특별시 동작구 신대방1동,동작구,15.1302,13.3922,4.68,높음,0.1564,0.5743,2.8,0.0,0.0,18946.606059406844,2962.591142157933,28.666666666666668,3.333333333333333,19229.33333333333
1132068000,서울특별시 도봉구 쌍문3동,도봉구,15.9476,13.3967,4.68,높음,0.1976,0.65,4.79,0.0,0.0,16303.375669022926,3221.971277037846,26.0,0.6666666666666666,14310.666666666666
1162072500,서울특별시 관악구 조원동,관악구,13.0369,13.4005,4.68,높음,0.1182,0.5979,3.15,0.0,0.0,27869.51732996725,3294.026232432678,36.333333333333336,2.6666666666666665,40460.333333333336
1156063000,서울특별시 영등포구 신길1동,영등포구,14.3258,13.3649,4.67,높음,0.1703,0.554,3.37,0.0,0.0,18149.07932561863,3091.6258873271468,26.0,0.6666666666666666,42981.0
1121584700,서울특별시 광진구 자양4동,광진구,15.4499,13.3583,4.66,높음,0.1416,0.6359,3.27,0.0,0.0,26321.649089628823,3726.828150263828,40.66666666666666,1.3333333333333333,138971.66666666666
1138052000,서울특별시 은평구 불광1동,은평구,13.4054,13.3467,4.66,높음,0.2164,0.5835,3.41,0.0,0.0,28346.81518919214,6135.4077555131,38.0,4.333333333333333,89794.33333333333
1156055000,서울특별시 영등포구 당산1동,영등포구,13.0578,13.3356,4.65,보통,0.1349,0.554,3.37,0.0,0.0,24251.10245242904,3271.46560272016,31.666666666666668,2.0,44995.0
1130566000,서울특별시 강북구 인수동,강북구,13.8244,13.3133,4.64,보통,0.2204,0.7607,2.91,0.0,0.0,27487.59176390102,6058.986049781659,38.0,1.6666666666666667,54094.333333333336
1162060500,서울특별시 관악구 은천동,관악구,12.9181,13.2993,4.64,보통,0.1656,0.5979,3.15,0.0,0.0,27867.89031624818,4614.3973875,36.0,2.0,47519.0
1159062000,서울특별시 동작구 사당1동,동작구,14.4639,13.2592,4.62,보통,0.149,0.5743,2.8,0.0,0.0,24198.17524979076,3605.154104239448,35.0,3.0,62346.333333333336
1126052000,서울특별시 중랑구 면목2동,중랑구,14.7461,13.2685,4.62,보통,0.1803,0.5997,3.26,0.0,0.0,20570.34478422489,3708.180873735444,30.33333333333333,0.6666666666666666,59492.0
1162073500,서울특별시 관악구 대학동,관악구,13.8793,13.2502,4.61,보통,0.0989,0.5979,3.15,0.0,0.0,33142.9762985262,3279.3544463791845,46.0,1.6666666666666667,97222.33333333331
1159052000,서울특별시 동작구 노량진2동,동작구,12.6327,13.1969,4.59,보통,0.1584,0.5743,2.8,0.0,0.0,17415.078061299126,2758.814510980713,22.0,1.6666666666666667,37073.333333333336
1132071000,서울특별시 도봉구 방학3동,도봉구,10.0814,13.2091,4.59,보통,0.2209,0.65,4.79,0.0,0.0,20830.431556268195,4601.81629441412,21.0,1.6666666666666667,152742.66666666666
1130564500,서울특별시 강북구 우이동,강북구,13.4419,13.1808,4.58,보통,0.2222,0.7607,2.91,0.0,0.0,18846.512726200875,4188.258317767467,25.33333333333333,2.333333333333333,26113.33333333333
1150055000,서울특별시 강서구 화곡2동,강서구,11.3806,13.1738,4.58,보통,0.1747,0.4572,3.62,0.0,0.0,12594.50873065866,2200.2186385280206,14.333333333333334,0.3333333333333333,42111.0
1159056000,서울특별시 동작구 상도4동,동작구,13.1925,13.1774,4.58,보통,0.1704,0.5743,2.8,0.0,0.0,21982.10437570961,3746.1581743722704,29.0,2.333333333333333,39092.0
1162077500,서울특별시 관악구 난곡동,관악구,12.8519,13.1643,4.57,보통,0.1861,0.5979,3.15,0.0,0.0,17118.1405580877,3185.801689537845,22.0,4.333333333333333,32956.0
1114052000,서울특별시 중구 소공동,중구,10.7873,13.1649,4.57,보통,0.0709,0.5778,3.2,0.0,0.0,28119.38214141193,1994.9233746997816,30.33333333333333,3.0,143166.33333333334
1138064000,서울특별시 은평구 증산동,은평구,13.7732,13.1647,4.57,보통,0.1801,0.5835,3.41,0.0,0.0,14520.903209097523,2614.544590347525,20.0,0.6666666666666666,47496.0
1129060000,서울특별시 성북구 안암동,성북구,11.5893,13.126,4.56,보통,0.1081,0.6333,2.79,0.0,0.0,25598.23884001092,2766.106627674673,29.666666666666668,2.333333333333333,98945.0
1130553400,서울특별시 강북구 삼양동,강북구,12.2964,13.1137,4.55,보통,0.2155,0.7607,2.91,0.0,0.0,22770.97963127729,4908.052179921761,28.0,1.6666666666666667,40125.333333333336
1111051500,서울특별시 종로구 청운효자동,종로구,12.0773,13.113,4.55,보통,0.1462,0.3906,2.58,0.0,0.0,17111.950668905847,2502.4397591295647,20.666666666666668,2.333333333333333,26207.33333333333
1129081000,서울특별시 성북구 석관동,성북구,13.7056,13.0723,4.53,보통,0.1972,0.6333,2.79,0.0,0.0,26996.27309366812,5322.886767621906,37.0,1.6666666666666667,61830.66666666666
1121574000,서울특별시 광진구 중곡1동,광진구,12.1654,13.0572,4.52,보통,0.1439,0.6359,3.27,0.0,0.0,15344.050650327512,2207.2949459970887,18.666666666666668,0.6666666666666666,158908.0
1150057000,서울특별시 강서구 화곡4동,강서구,13.6562,13.0105,4.5,보통,0.1837,0.4572,3.62,0.0,0.0,17574.439415120087,3227.551850700509,24.0,1.6666666666666667,18237.666666666668
1144069000,서울특별시 마포구 망원1동,마포구,13.6214,13.0036,4.5,보통,0.1427,0.6235,3.22,0.0,0.0,19577.071356268192,2794.563554212154,26.666666666666668,2.333333333333333,52711.66666666666
1165065200,서울특별시 서초구 양재2동,서초구,13.8781,12.9802,4.49,보통,0.1106,0.4541,5.94,0.0,0.0,37949.57669062045,4196.839685516739,52.66666666666666,2.6666666666666665,191995.0
1129065000,서울특별시 성북구 정릉4동,성북구,11.8692,12.9803,4.49,보통,0.2013,0.6333,2.79,0.0,0.0,18254.475577438137,3675.4528335061855,21.666666666666668,4.333333333333333,77071.33333333333
1126058000,서울특별시 중랑구 상봉1동,중랑구,12.1501,12.9945,4.49,보통,0.1644,0.5997,3.26,0.0,0.0,17558.17922378093,2886.527750554949,21.33333333333333,3.333333333333333,63302.333333333336
1138065000,서울특별시 은평구 수색동,은평구,13.82,12.9469,4.47,보통,0.1513,0.5835,3.41,0.0,0.0,12301.046922671034,1861.372930558588,17.0,0.0,15090.333333333334
1126062000,서울특별시 중랑구 묵1동,중랑구,11.8033,12.9434,4.47,보통,0.1835,0.5997,3.26,0.0,0.0,25699.05648022197,4716.780066921397,30.33333333333333,1.6666666666666667,62452.333333333336
1168073000,서울특별시 강남구 일원1동,강남구,13.3125,12.9193,4.46,보통,0.1938,0.5206,4.83,0.0,0.0,15524.29730672307,3009.168430594978,20.666666666666668,1.3333333333333333,65374.333333333336
1153072000,서울특별시 구로구 고척1동,구로구,13.4601,12.9133,4.46,보통,0.1594,0.5993,3.43,0.0,0.0,22783.32093191412,3632.6275245087336,30.666666666666668,1.3333333333333333,77384.0
1174062000,서울특별시 강동구 천호3동,강동구,14.1436,12.8957,4.45,보통,0.171,0.5642,4.1,0.0,0.0,27338.72691854076,4675.765876519286,38.66666666666666,3.6666666666666665,68117.0
1123053600,서울특별시 동대문구 용신동,동대문구,11.8697,12.9013,4.45,보통,0.1775,0.6955,3.25,0.0,0.0,41281.53746358261,7328.853993104075,49.0,2.6666666666666665,202766.3333333333
1138055200,서울특별시 은평구 갈현2동,은평구,13.9409,12.9031,4.45,보통,0.169,0.5835,3.41,0.0,0.0,22475.76742471797,3799.270070332969,31.33333333333333,0.6666666666666666,46699.66666666666
1144058500,서울특별시 마포구 도화동,마포구,12.5172,12.8475,4.43,보통,0.1525,0.6235,3.22,1.0,0.6056715077346027,16510.600007259825,2517.494481195415,20.666666666666668,1.0,49123.333333333336
1121582000,서울특별시 광진구 자양1동,광진구,12.3298,12.8513,4.43,보통,0.1336,0.6359,3.27,0.0,0.0,24601.61977249818,3286.877600964338,30.33333333333333,1.6666666666666667,57032.66666666666
1138063100,서울특별시 은평구 신사1동,은평구,13.5156,12.8647,4.43,보통,0.1757,0.5835,3.41,0.0,0.0,23429.80194829876,4117.409183296943,31.666666666666668,1.0,37621.0
1132051200,서울특별시 도봉구 창2동,도봉구,12.2756,12.8436,4.42,보통,0.187,0.65,4.79,0.0,0.0,28783.500465602257,5382.667810462154,35.333333333333336,1.6666666666666667,94929.66666666669
1174059000,서울특별시 강동구 암사3동,강동구,10.7656,12.8275,4.42,보통,0.1449,0.5642,4.1,0.0,0.0,14552.535687236172,2108.305629093886,15.666666666666666,3.6666666666666665,137085.33333333334
1120058000,서울특별시 성동구 응봉동,성동구,10.2912,12.8353,4.42,보통,0.1628,0.75,3.32,0.0,0.0,10688.700817367177,1739.7344921579331,11.0,1.0,29025.666666666668
1121576000,서울특별시 광진구 중곡3동,광진구,13.2207,12.8394,4.42,보통,0.1726,0.6359,3.27,0.0,0.0,15127.837971497453,2611.2048172034206,20.0,1.0,52264.66666666666
1120061500,서울특별시 성동구 금호2·3가동,성동구,12.0167,12.8116,4.41,보통,0.1726,0.75,3.32,0.0,0.0,20526.929472834792,3542.441222898472,24.666666666666668,1.3333333333333333,74870.66666666667
1121577000,서울특별시 광진구 중곡4동,광진구,11.8845,12.815,4.41,보통,0.186,0.6359,3.27,0.0,0.0,24682.064336359643,4591.249837255949,29.33333333333333,2.0,91216.0
1144074000,서울특별시 마포구 상암동,마포구,9.0281,12.8032,4.41,보통,0.0994,0.6235,3.22,6.0,1.240503064393181,48367.47423058588,4808.836682596434,43.66666666666666,2.333333333333333,475901.3333333333
1162063000,서울특별시 관악구 남현동,관악구,13.0485,12.8175,4.41,보통,0.1555,0.5979,3.15,0.0,0.0,23502.143721333698,3655.353671806769,30.666666666666668,1.3333333333333333,66117.33333333333
1114066500,서울특별시 중구 동화동,중구,12.5977,12.7756,4.39,보통,0.1819,0.5778,3.2,0.0,0.0,10319.342309061134,1876.7434221160845,13.0,0.6666666666666666,8191.333333333333
1120062000,서울특별시 성동구 금호4가동,성동구,12.6656,12.7768,4.39,보통,0.1733,0.75,3.32,0.0,0.0,12237.90771669396,2120.4637340520376,15.5,0.0,29883.5
1138060000,서울특별시 은평구 응암3동,은평구,14.4059,12.7582,4.38,보통,0.1933,0.5835,3.41,0.0,0.0,24526.93995143741,4740.4375045123725,35.333333333333336,0.3333333333333333,67494.33333333333
1156060500,서울특별시 영등포구 문래동,영등포구,12.1197,12.7457,4.38,보통,0.1339,0.554,3.37,0.0,0.0,39329.84525012736,5265.164814665211,47.66666666666666,2.0,491215.6666666667
1174064000,서울특별시 강동구 성내1동,강동구,11.7884,12.7591,4.38,보통,0.1657,0.5642,4.1,0.0,0.0,24035.003233942865,3983.451243349709,28.33333333333333,2.0,40949.333333333336
1150064100,서울특별시 강서구 방화3동,강서구,12.0506,12.6965,4.36,보통,0.2045,0.4572,3.62,0.0,0.0,16596.665958888283,3394.367075236536,20.0,2.6666666666666665,24538.666666666668
1123073000,서울특별시 동대문구 휘경2동,동대문구,11.4403,12.7063,4.36,보통,0.1524,0.6955,3.25,0.0,0.0,19813.019673253275,3020.31653742722,22.666666666666668,0.3333333333333333,91786.66666666669
1147065000,서울특별시 양천구 신정4동,양천구,13.9286,12.6785,4.35,보통,0.1602,0.6145,3.1,0.0,0.0,32786.199703447965,5251.68051922307,45.66666666666666,3.6666666666666665,73716.66666666667
1153054000,서울특별시 구로구 구로3동,구로구,13.5692,12.6814,4.35,보통,0.0895,0.5993,3.43,0.0,0.0,40532.88013390648,3626.2873328056767,55.0,2.333333333333333,126091.33333333331
1121575000,서울특별시 광진구 중곡2동,광진구,13.206,12.6849,4.35,보통,0.1491,0.6359,3.27,0.0,0.0,18425.96791088064,2747.8947237627367,24.33333333333333,0.6666666666666666,60654.66666666666
1130554500,서울특별시 강북구 송중동,강북구,12.3722,12.6805,4.35,보통,0.1954,0.7607,2.91,0.0,0.0,34755.38376391921,6790.237492840247,43.0,3.6666666666666665,84246.66666666667
1138053000,서울특별시 은평구 불광2동,은평구,11.3474,12.6705,4.34,보통,0.2025,0.5835,3.41,0.0,0.0,21150.16103408843,4282.772237763828,24.0,3.0,49870.66666666666
1135067000,서울특별시 노원구 상계5동,노원구,11.2105,12.6694,4.34,보통,0.2241,0.646,3.44,0.0,0.0,18435.056280312954,4131.477100618631,20.666666666666668,1.6666666666666667,41200.0
1168053100,서울특별시 강남구 논현2동,강남구,15.9754,12.6599,4.34,보통,0.095,0.5206,4.83,0.0,0.0,44651.9663463155,4241.784720023654,71.33333333333333,0.6666666666666666,190804.0
1168063000,서울특별시 강남구 대치4동,강남구,13.4649,12.6419,4.33,보통,0.0744,0.5206,4.83,0.0,0.0,39609.06265113719,2945.3882008278747,53.333333333333336,1.0,142497.66666666666
1174070000,서울특별시 강동구 둔촌2동,강동구,11.7868,12.6383,4.33,보통,0.1963,0.5642,4.1,0.0,0.0,27149.04412963064,5328.052656177219,32.0,4.333333333333333,83700.33333333333
1123066000,서울특별시 동대문구 장안2동,동대문구,12.2439,12.6324,4.33,보통,0.1525,0.6955,3.25,0.0,0.0,28041.11711257278,4275.656488227802,34.333333333333336,1.3333333333333333,249187.66666666663
1130561500,서울특별시 강북구 수유1동,강북구,12.368500000000001,12.6063,4.31,보통,0.16005,0.7607,2.91,0.0,0.0,21332.169676937774,3326.947067289848,27.0,0.6666666666666666,58906.0
1130560800,서울특별시 강북구 번3동,강북구,12.368500000000001,12.5689,4.3,보통,0.16005,0.7607,2.91,0.0,0.0,21332.169676937774,3326.947067289848,17.666666666666668,0.6666666666666666,92362.66666666669
1153077000,서울특별시 구로구 오류1동,구로구,14.5576,12.581,4.3,보통,0.1661,0.5993,3.43,0.0,0.0,16257.277668868268,2700.26644382278,23.666666666666668,0.0,80572.66666666667
1174057000,서울특별시 강동구 암사1동,강동구,15.9809,12.5549,4.29,보통,0.1758,0.5642,4.1,0.0,0.0,26698.52102357525,4692.694975739273,42.66666666666666,0.3333333333333333,37883.66666666666
1150053000,서울특별시 강서구 등촌2동,강서구,13.486,12.5496,4.29,보통,0.1616,0.4572,3.62,0.0,0.0,15571.739886726711,2517.0915914028383,21.0,0.6666666666666666,24865.0
1147062000,서울특별시 양천구 신정1동,양천구,12.2323,12.5246,4.28,보통,0.1369,0.6145,3.1,0.0,0.0,16895.198604539666,2313.6300114537844,20.666666666666668,0.6666666666666666,85316.33333333333
1165059000,서울특별시 서초구 방배본동,서초구,12.5624,12.5237,4.28,보통,0.1552,0.4541,5.94,0.0,0.0,18043.304618377,2800.9729806313685,22.666666666666668,3.6666666666666665,78288.0
1159051000,서울특별시 동작구 노량진1동,동작구,13.3823,12.5293,4.28,보통,0.1286,0.5743,2.8,0.0,0.0,35370.00496595706,4549.3291629912665,47.333333333333336,2.333333333333333,49279.66666666666
1126060000,서울특별시 중랑구 중화1동,중랑구,13.1469,12.5228,4.27,보통,0.187,0.5997,3.26,0.0,0.0,15212.69996374636,2844.6167333879184,20.0,1.0,33150.666666666664
1130559500,서울특별시 강북구 번1동,강북구,12.368500000000001,12.4173,4.23,보통,0.16005,0.7607,2.91,0.0,0.0,21332.169676937774,3326.947067289848,33.666666666666664,1.3333333333333333,78263.66666666667
1174052500,서울특별시 강동구 상일제1동,강동구,12.368500000000001,12.4019,4.22,보통,0.16005,0.5642,4.1,0.0,0.0,21332.169676937774,3326.947067289848,23.33333333333333,0.6666666666666666,64422.66666666666
1165061000,서울특별시 서초구 방배2동,서초구,12.6256,12.4115,4.22,보통,0.1635,0.4541,5.94,0.0,0.0,20857.15121563944,3409.4775113374944,26.33333333333333,2.0,49671.0
1135064000,서울특별시 노원구 상계2동,노원구,12.4193,12.3907,4.21,보통,0.1727,0.646,3.44,0.0,0.0,28718.76017918486,4958.605626118996,35.666666666666664,2.0,39600.66666666666
1171057000,서울특별시 송파구 오금동,송파구,12.4513,12.3259,4.18,보통,0.1648,0.4684,6.28,0.0,0.0,36943.8370367631,6088.1748097343525,46.0,3.333333333333333,122990.33333333331
1159063000,서울특별시 동작구 사당2동,동작구,12.4053,12.3086,4.17,보통,0.1802,0.5743,2.8,0.0,0.0,31975.63239058406,5763.3944871542935,39.66666666666666,2.0,64005.66666666666
1156066000,서울특별시 영등포구 신길4동,영등포구,12.4681,12.2962,4.17,보통,0.1876,0.554,3.37,0.0,0.0,7753.095597780204,1454.797708224163,9.666666666666666,1.0,8767.666666666666
1150054000,서울특별시 강서구 화곡1동,강서구,14.1581,12.287,4.16,보통,0.1678,0.4572,3.62,0.0,0.0,46851.944928038574,7859.593817003275,66.33333333333333,3.333333333333333,117823.0
1132051100,서울특별시 도봉구 창1동,도봉구,11.8354,12.2572,4.15,보통,0.1963,0.65,4.79,0.0,0.0,20841.47360988901,4091.150922780204,24.666666666666668,2.0,35639.333333333336
1129055500,서울특별시 성북구 삼선동,성북구,12.4015,12.2374,4.14,보통,0.1345,0.6333,2.79,0.0,0.0,25803.27245561317,3471.621916229986,32.0,2.0,33588.666666666664
1123071000,서울특별시 동대문구 회기동,동대문구,9.4691,12.2365,4.14,보통,0.123,0.6955,3.25,9.0,4.408038273907722,20417.245588073147,2511.337708251456,19.33333333333333,3.0,50566.66666666666
1121583000,서울특별시 광진구 자양2동,광진구,12.4222,12.2429,4.14,보통,0.156,0.6359,3.27,0.0,0.0,21198.555853002184,3306.403670533115,26.33333333333333,0.6666666666666666,53044.0
1171056600,서울특별시 송파구 오륜동,송파구,11.0398,12.2071,4.13,보통,0.1801,0.4684,6.28,0.0,0.0,19022.090966375545,3426.6442549399567,21.0,1.6666666666666667,89827.33333333333
1171053100,서울특별시 송파구 거여1동,송파구,12.3818,12.2007,4.12,보통,0.1776,0.4684,6.28,0.0,0.0,12114.592558988355,2151.7112989537845,15.0,0.6666666666666666,17414.666666666668
1165062000,서울특별시 서초구 방배3동,서초구,11.1077,12.1059,4.08,보통,0.1677,0.4541,5.94,0.0,0.0,18605.790418322416,3120.372244405022,20.666666666666668,2.6666666666666665,73720.0
1162071500,서울특별시 관악구 난향동,관악구,9.3992,12.0894,4.07,보통,0.1709,0.5979,3.15,0.0,0.0,10284.57194959971,1757.3841886553855,9.666666666666666,0.0,16114.0
1144070000,서울특별시 마포구 망원2동,마포구,14.4915,12.0875,4.07,보통,0.1535,0.6235,3.22,0.0,0.0,16561.48209690724,2541.7864374038822,24.0,0.3333333333333333,16718.666666666668
1123057000,서울특별시 동대문구 전농2동,동대문구,7.6539,12.0325,4.05,낮음,0.1684,0.6955,3.25,0.0,0.0,16113.840690629157,2714.244489620119,12.333333333333334,0.6666666666666666,214023.3333333333
1126065500,서울특별시 중랑구 망우본동,중랑구,12.8199,12.047,4.05,낮음,0.1763,0.5997,3.26,0.0,0.0,39001.98964354076,6874.533817239811,50.0,2.6666666666666665,69340.0
1144072000,서울특별시 마포구 성산1동,마포구,11.1548,12.0267,4.04,낮음,0.1285,0.6235,3.22,0.0,0.0,21216.484890529475,2726.112781113537,23.666666666666668,0.3333333333333333,50776.333333333336
1130562500,서울특별시 강북구 수유2동,강북구,12.368500000000001,11.9857,4.02,낮음,0.16005,0.7607,2.91,0.0,0.0,21332.169676937774,3326.947067289848,27.0,1.3333333333333333,31579.33333333333
1174061000,서울특별시 강동구 천호2동,강동구,14.0844,11.9797,4.02,낮음,0.1714,0.5642,4.1,0.0,0.0,44256.8557529476,7585.224603548035,62.333333333333336,5.0,105781.33333333331
1138058000,서울특별시 은평구 응암1동,은평구,9.5536,11.9599,4.01,낮음,0.1585,0.5835,3.41,0.0,0.0,23725.89768798217,3759.4730123453423,22.666666666666668,1.0,319044.6666666667
1135056000,서울특별시 노원구 월계1동,노원구,13.1224,11.9407,4.0,낮음,0.1714,0.646,3.44,0.0,0.0,22607.62126290939,3874.297239956332,29.666666666666668,0.6666666666666666,41914.333333333336
1150051000,서울특별시 강서구 염창동,강서구,11.7453,11.9052,3.99,낮음,0.1166,0.4572,3.62,1.0,0.3293077099174549,30366.73511988719,3540.2093332332606,35.666666666666664,1.0,127507.33333333331
1144073000,서울특별시 마포구 성산2동,마포구,11.2377,11.8805,3.98,낮음,0.1433,0.6235,3.22,0.0,0.0,35297.73804084789,5058.682283642649,39.66666666666666,2.333333333333333,62966.0
1144065500,서울특별시 마포구 서강동,마포구,13.6348,11.8863,3.98,낮음,0.111,0.6235,3.22,0.0,0.0,27136.42342051492,3010.834886790393,37.0,0.6666666666666666,45767.0
1171062000,서울특별시 송파구 가락본동,송파구,12.2125,11.8575,3.97,낮음,0.1336,0.4684,6.28,0.0,0.0,37120.45797489992,4958.93770062773,45.333333333333336,1.0,151037.66666666666
1174066000,서울특별시 강동구 성내3동,강동구,11.7679,11.8178,3.95,낮음,0.1648,0.5642,4.1,0.0,0.0,26909.40712116085,4434.6919130276565,31.666666666666668,1.0,40572.333333333336
1156068000,서울특별시 영등포구 신길6동,영등포구,9.1895,11.794,3.94,낮음,0.1444,0.554,3.37,0.0,0.0,20313.144230422124,2933.6535816957785,18.666666666666668,2.6666666666666665,48276.66666666666
