adm_cd,adm_nm,year,fire_count,death_cnt,injury_cnt,property_damage
1126068000,서울특별시 중랑구 신내1동,2021,71,0,2,36859
1126068000,서울특별시 중랑구 신내1동,2022,7,0,1,1156
1126068000,서울특별시 중랑구 신내1동,2023,12,0,1,18140
1126068000,서울특별시 중랑구 신내1동,2024,9,0,1,5585
1126069000,서울특별시 중랑구 신내2동,2021,32,1,1,49575
1126069000,서울특별시 중랑구 신내2동,2022,10,0,1,21216
1126069000,서울특별시 중랑구 신내2동,2023,8,0,0,17745
1126069000,서울특별시 중랑구 신내2동,2024,4,0,0,1369
1129052500,서울특별시 성북구 성북동,2021,46,0,0,76888
1129052500,서울특별시 성북구 성북동,2022,11,0,0,36126
1129052500,서울특별시 성북구 성북동,2023,9,0,0,42717
1129052500,서울특별시 성북구 성북동,2024,14,0,2,20765
1129055500,서울특별시 성북구 삼선동,2021,63,0,5,80899
1129055500,서울특별시 성북구 삼선동,2022,11,0,0,13306
1129055500,서울특별시 성북구 삼선동,2023,22,0,1,6561
1129055500,서울특별시 성북구 삼선동,2024,25,0,0,30899
1129057500,서울특별시 성북구 동선동,2021,82,0,7,177692
1129057500,서울특별시 성북구 동선동,2022,12,0,0,11383
1129057500,서울특별시 성북구 동선동,2023,24,0,1,53518
1129057500,서울특별시 성북구 동선동,2024,30,0,1,27930
1129058000,서울특별시 성북구 돈암1동,2021,13,0,1,13253
1129058000,서울특별시 성북구 돈암1동,2022,1,0,0,1
1129058000,서울특별시 성북구 돈암1동,2023,8,0,0,6863
1129058000,서울특별시 성북구 돈암1동,2024,2,0,0,18
1129059000,서울특별시 성북구 돈암2동,2021,21,0,0,71109
1129059000,서울특별시 성북구 돈암2동,2022,2,0,0,186
1129059000,서울특별시 성북구 돈암2동,2023,4,0,0,6708
1129059000,서울특별시 성북구 돈암2동,2024,7,0,0,1412
1129060000,서울특별시 성북구 안암동,2021,59,0,2,237274
1129060000,서울특별시 성북구 안암동,2022,15,0,5,41619
1129060000,서울특별시 성북구 안암동,2023,15,0,0,17942
1129060000,서울특별시 성북구 안암동,2024,13,0,0,1652
1129061000,서울특별시 성북구 보문동,2021,33,0,1,44681
1129061000,서울특별시 성북구 보문동,2022,7,0,2,2245
1129061000,서울특별시 성북구 보문동,2023,14,0,0,3472
1129061000,서울특별시 성북구 보문동,2024,12,0,0,3908
1129062000,서울특별시 성북구 정릉1동,2021,22,0,2,17332
1129062000,서울특별시 성북구 정릉1동,2022,4,0,0,62309
1129062000,서울특별시 성북구 정릉1동,2023,5,0,0,320
1129062000,서울특별시 성북구 정릉1동,2024,6,0,0,295
1129063000,서울특별시 성북구 정릉2동,2021,47,0,2,101098
1129063000,서울특별시 성북구 정릉2동,2022,4,0,0,927
1129063000,서울특별시 성북구 정릉2동,2023,11,0,0,40857
1129063000,서울특별시 성북구 정릉2동,2024,12,0,0,4448
1129064000,서울특별시 성북구 정릉3동,2021,46,1,1,267959
1129064000,서울특별시 성북구 정릉3동,2022,8,0,1,46035
1129064000,서울특별시 성북구 정릉3동,2023,20,0,1,28631
1129064000,서울특별시 성북구 정릉3동,2024,15,0,0,13900
1129065000,서울특별시 성북구 정릉4동,2021,36,1,10,158311
1129065000,서울특별시 성북구 정릉4동,2022,12,0,0,11053
1129065000,서울특별시 성북구 정릉4동,2023,17,0,3,61850
1129065000,서울특별시 성북구 정릉4동,2024,14,0,0,77874
1129066000,서울특별시 성북구 길음1동,2021,38,0,35,200916
1129066000,서울특별시 성북구 길음1동,2022,3,0,0,468
1129066000,서울특별시 성북구 길음1동,2023,8,0,0,8736
1129066000,서울특별시 성북구 길음1동,2024,12,0,0,1284
1129068500,서울특별시 성북구 길음2동,2021,35,1,2,92413
1129068500,서울특별시 성북구 길음2동,2022,8,0,0,1517
1129068500,서울특별시 성북구 길음2동,2023,6,0,0,1930
1129068500,서울특별시 성북구 길음2동,2024,13,0,0,58466
1129070500,서울특별시 성북구 종암동,2021,67,0,5,127586
1129070500,서울특별시 성북구 종암동,2022,20,0,0,35016
1129070500,서울특별시 성북구 종암동,2023,24,0,1,43998
1129070500,서울특별시 성북구 종암동,2024,29,0,2,116602
1129071500,서울특별시 성북구 월곡1동,2021,41,0,3,209806
1129071500,서울특별시 성북구 월곡1동,2022,8,0,0,2007
1129071500,서울특별시 성북구 월곡1동,2023,8,0,0,1253
1129071500,서울특별시 성북구 월곡1동,2024,9,0,0,32054
1129072500,서울특별시 성북구 월곡2동,2021,49,0,1,131021
1129072500,서울특별시 성북구 월곡2동,2022,9,0,1,14617
1129072500,서울특별시 성북구 월곡2동,2023,10,0,1,9624
1129072500,서울특별시 성북구 월곡2동,2024,18,1,2,133416
1129076000,서울특별시 성북구 장위1동,2021,48,0,4,61494
1129076000,서울특별시 성북구 장위1동,2022,10,1,0,39677
1129076000,서울특별시 성북구 장위1동,2023,9,0,0,66072
1129076000,서울특별시 성북구 장위1동,2024,12,0,1,62966
1129077000,서울특별시 성북구 장위2동,2021,36,1,1,79951
1129077000,서울특별시 성북구 장위2동,2022,2,0,0,79
1129077000,서울특별시 성북구 장위2동,2023,6,0,0,603
1129077000,서울특별시 성북구 장위2동,2024,17,0,2,85848
1129078000,서울특별시 성북구 장위3동,2021,25,1,1,74182
1129078000,서울특별시 성북구 장위3동,2022,2,0,0,88
1129078000,서울특별시 성북구 장위3동,2023,4,0,0,5154
1129078000,서울특별시 성북구 장위3동,2024,6,0,0,8420
1129081000,서울특별시 성북구 석관동,2021,78,0,1,157752
1129081000,서울특별시 성북구 석관동,2022,10,0,4,20368
1129081000,서울특별시 성북구 석관동,2023,23,0,0,7372
1129081000,서울특별시 성북구 석관동,2024,19,0,1,9073
1130553400,서울특별시 강북구 삼양동,2021,61,2,5,103571
1130553400,서울특별시 강북구 삼양동,2022,13,0,0,5839
1130553400,서울특별시 강북구 삼양동,2023,10,0,0,10966
1130553400,서울특별시 강북구 삼양동,2024,8,0,0,956
1130553500,서울특별시 강북구 미아동,2021,67,1,2,73077
1130553500,서울특별시 강북구 미아동,2022,11,0,0,5907
1130553500,서울특별시 강북구 미아동,2023,24,0,0,3863
1130553500,서울특별시 강북구 미아동,2024,12,0,0,6721
1130554500,서울특별시 강북구 송중동,2021,90,5,9,189959
1130554500,서울특별시 강북구 송중동,2022,14,0,1,31681
1130554500,서울특별시 강북구 송중동,2023,25,0,1,31100
1130554500,서울특별시 강북구 송중동,2024,22,1,1,57060
1130555500,서울특별시 강북구 송천동,2021,95,0,1,81354
1130555500,서울특별시 강북구 송천동,2022,12,0,1,11945
1130555500,서울특별시 강북구 송천동,2023,15,0,1,37289
1130555500,서울특별시 강북구 송천동,2024,19,0,0,76525
1130557500,서울특별시 강북구 삼각산동,2021,37,0,1,131684
1130557500,서울특별시 강북구 삼각산동,2022,7,0,0,17453
1130557500,서울특별시 강북구 삼각산동,2023,10,0,0,106058
1130557500,서울특별시 강북구 삼각산동,2024,13,0,0,47040
1130559500,서울특별시 강북구 번1동,2021,65,0,2,46924
1130559500,서울특별시 강북구 번1동,2022,16,0,2,58687
1130559500,서울특별시 강북구 번1동,2023,20,0,0,129180
1130559500,서울특별시 강북구 번1동,2024,16,0,1,22590
1130560300,서울특별시 강북구 번2동,2021,47,0,1,49186
1130560300,서울특별시 강북구 번2동,2022,9,0,0,13296
1130560300,서울특별시 강북구 번2동,2023,8,0,0,5814
1130560300,서울특별시 강북구 번2동,2024,9,0,0,870
1130560800,서울특별시 강북구 번3동,2021,40,0,2,274002
1130560800,서울특별시 강북구 번3동,2022,6,0,0,2503
1130560800,서울특별시 강북구 번3동,2023,7,0,0,583
1130560800,서울특별시 강북구 번3동,2024,9,0,0,856
1130561500,서울특별시 강북구 수유1동,2021,52,0,1,39043
1130561500,서울특별시 강북구 수유1동,2022,8,0,0,21318
1130561500,서울특별시 강북구 수유1동,2023,21,2,1,116357
1130561500,서울특별시 강북구 수유1동,2024,13,0,0,6617
1130562500,서울특별시 강북구 수유2동,2021,59,0,3,66237
1130562500,서울특별시 강북구 수유2동,2022,8,0,0,3903
1130562500,서울특별시 강북구 수유2동,2023,14,0,1,24598
1130562500,서울특별시 강북구 수유2동,2024,13,0,0,65375
1130563500,서울특별시 강북구 수유3동,2021,109,0,1,127000
1130563500,서울특별시 강북구 수유3동,2022,26,0,7,113739
1130563500,서울특별시 강북구 수유3동,2023,18,0,0,5394
1130563500,서울특별시 강북구 수유3동,2024,28,0,0,2659
1130564500,서울특별시 강북구 우이동,2021,50,1,4,63409
1130564500,서울특별시 강북구 우이동,2022,13,0,1,1473
1130564500,서울특별시 강북구 우이동,2023,13,0,2,13458
1130564500,서울특별시 강북구 우이동,2024,16,0,0,39630
1130566000,서울특별시 강북구 인수동,2021,86,2,2,99114
1130566000,서울특별시 강북구 인수동,2022,12,1,1,45719
1130566000,서울특별시 강북구 인수동,2023,16,0,2,17450
1130566000,서울특별시 강북구 인수동,2024,21,1,2,48638
1132051100,서울특별시 도봉구 창1동,2021,49,0,5,83918
1132051100,서울특별시 도봉구 창1동,2022,13,0,1,21568
1132051100,서울특별시 도봉구 창1동,2023,12,0,0,1432
1132051100,서울특별시 도봉구 창1동,2024,13,0,2,10390
1132051200,서울특별시 도봉구 창2동,2021,80,0,3,252735
1132051200,서울특별시 도봉구 창2동,2022,14,0,0,4261
1132051200,서울특별시 도봉구 창2동,2023,12,0,2,27793
1132051200,서울특별시 도봉구 창2동,2024,16,0,3,35936
1132051300,서울특별시 도봉구 창3동,2021,45,1,1,58294
1132051300,서울특별시 도봉구 창3동,2022,9,1,1,8550
1132051300,서울특별시 도봉구 창3동,2023,7,0,0,3304
1132051300,서울특별시 도봉구 창3동,2024,4,0,1,386
1132051400,서울특별시 도봉구 창4동,2021,39,0,1,142757
1132051400,서울특별시 도봉구 창4동,2022,3,0,0,289
1132051400,서울특별시 도봉구 창4동,2023,16,1,0,2975
1132051400,서울특별시 도봉구 창4동,2024,9,0,0,6651
1132051500,서울특별시 도봉구 창5동,2021,58,0,2,87027
1132051500,서울특별시 도봉구 창5동,2022,13,1,3,9623
1132051500,서울특별시 도봉구 창5동,2023,11,0,0,8636
1132051500,서울특별시 도봉구 창5동,2024,19,0,3,106424
1132052100,서울특별시 도봉구 도봉1동,2021,97,2,3,308219
1132052100,서울특별시 도봉구 도봉1동,2022,22,0,0,24719
1132052100,서울특별시 도봉구 도봉1동,2023,19,0,2,24186
1132052100,서울특별시 도봉구 도봉1동,2024,17,0,2,9905
1132052200,서울특별시 도봉구 도봉2동,2021,61,0,2,74756
1132052200,서울특별시 도봉구 도봉2동,2022,15,0,1,32327
1132052200,서울특별시 도봉구 도봉2동,2023,10,0,0,3336
1132052200,서울특별시 도봉구 도봉2동,2024,16,0,0,2806
1132066000,서울특별시 도봉구 쌍문1동,2021,68,0,2,119408
1132066000,서울특별시 도봉구 쌍문1동,2022,12,0,0,922
1132066000,서울특별시 도봉구 쌍문1동,2023,20,0,1,4059
1132066000,서울특별시 도봉구 쌍문1동,2024,11,0,3,19425
1132067000,서울특별시 도봉구 쌍문2동,2021,55,0,3,92870
1132067000,서울특별시 도봉구 쌍문2동,2022,11,0,2,20809
1132067000,서울특별시 도봉구 쌍문2동,2023,9,0,0,10133
1132067000,서울특별시 도봉구 쌍문2동,2024,6,0,0,1818
1132068000,서울특별시 도봉구 쌍문3동,2021,57,0,2,27048
1132068000,서울특별시 도봉구 쌍문3동,2022,11,0,0,3362
1132068000,서울특별시 도봉구 쌍문3동,2023,10,0,0,12522
1132068000,서울특별시 도봉구 쌍문3동,2024,13,0,0,2596
1132068100,서울특별시 도봉구 쌍문4동,2021,30,0,1,35488
1132068100,서울특별시 도봉구 쌍문4동,2022,5,0,0,316
1132068100,서울특별시 도봉구 쌍문4동,2023,6,0,3,199
1132068100,서울특별시 도봉구 쌍문4동,2024,7,0,0,9991
1132069000,서울특별시 도봉구 방학1동,2021,120,1,3,106810
1132069000,서울특별시 도봉구 방학1동,2022,13,0,2,24632
1132069000,서울특별시 도봉구 방학1동,2023,17,2,31,133294
1132069000,서울특별시 도봉구 방학1동,2024,15,0,0,6297
1132070000,서울특별시 도봉구 방학2동,2021,77,1,1,76457
1132070000,서울특별시 도봉구 방학2동,2022,14,0,1,122300
1132070000,서울특별시 도봉구 방학2동,2023,19,0,0,3653
1132070000,서울특별시 도봉구 방학2동,2024,16,0,1,1789
1132071000,서울특별시 도봉구 방학3동,2021,48,0,5,439874
1132071000,서울특별시 도봉구 방학3동,2022,4,0,0,5342
1132071000,서울특별시 도봉구 방학3동,2023,11,0,0,13012
1132071000,서울특별시 도봉구 방학3동,2024,5,0,0,417
1135056000,서울특별시 노원구 월계1동,2021,72,0,1,63285
1135056000,서울특별시 노원구 월계1동,2022,9,0,0,8454
1135056000,서울특별시 노원구 월계1동,2023,8,0,1,54004
1135056000,서울특별시 노원구 월계1동,2024,10,0,2,100857
1135057000,서울특별시 노원구 월계2동,2021,40,0,1,49194
1135057000,서울특별시 노원구 월계2동,2022,3,0,0,446
1135057000,서울특별시 노원구 월계2동,2023,5,0,1,23523
1135057000,서울특별시 노원구 월계2동,2024,3,0,1,1926
1135058000,서울특별시 노원구 월계3동,2021,30,0,2,41036
1135058000,서울특별시 노원구 월계3동,2022,4,0,0,246
1135058000,서울특별시 노원구 월계3동,2023,4,0,0,682
1135058000,서울특별시 노원구 월계3동,2024,8,0,1,39491
1135059500,서울특별시 노원구 공릉1동,2021,86,0,4,290917
1135059500,서울특별시 노원구 공릉1동,2022,26,0,0,38410
1135059500,서울특별시 노원구 공릉1동,2023,18,0,1,6215
1135059500,서울특별시 노원구 공릉1동,2024,22,0,1,68110
1135060000,서울특별시 노원구 공릉2동,2021,78,0,2,200851
1135060000,서울특별시 노원구 공릉2동,2022,12,0,0,4174
1135060000,서울특별시 노원구 공릉2동,2023,24,0,2,22711
1135060000,서울특별시 노원구 공릉2동,2024,15,0,1,88287
1135061100,서울특별시 노원구 하계1동,2021,55,0,7,71353
1135061100,서울특별시 노원구 하계1동,2022,9,1,1,43201
1135061100,서울특별시 노원구 하계1동,2023,10,0,0,27255
1135061100,서울특별시 노원구 하계1동,2024,10,1,2,33678
1135061200,서울특별시 노원구 하계2동,2021,32,0,0,18604
1135061200,서울특별시 노원구 하계2동,2022,3,0,0,5406
1135061200,서울특별시 노원구 하계2동,2023,3,0,2,36038
1135061200,서울특별시 노원구 하계2동,2024,3,0,0,46
1135061900,서울특별시 노원구 중계본동,2021,36,0,5,172940
1135061900,서울특별시 노원구 중계본동,2022,8,0,0,21280
1135061900,서울특별시 노원구 중계본동,2023,12,0,1,40788
1135061900,서울특별시 노원구 중계본동,2024,6,0,0,33470
1135062100,서울특별시 노원구 중계1동,2021,38,0,2,103112
1135062100,서울특별시 노원구 중계1동,2022,5,0,0,1762
1135062100,서울특별시 노원구 중계1동,2023,7,0,0,1773
1135062100,서울특별시 노원구 중계1동,2024,4,0,0,6062
1135062400,서울특별시 노원구 중계4동,2021,57,0,3,34692
1135062400,서울특별시 노원구 중계4동,2022,9,1,0,25545
1135062400,서울특별시 노원구 중계4동,2023,13,0,0,18701
1135062400,서울특별시 노원구 중계4동,2024,5,0,0,1292
1135062500,서울특별시 노원구 중계2·3동,2021,49,2,3,148451
1135062500,서울특별시 노원구 중계2·3동,2022,11,0,0,13904
1135062500,서울특별시 노원구 중계2·3동,2023,13,0,1,26011
1135062500,서울특별시 노원구 중계2·3동,2024,16,0,0,19108
1135063000,서울특별시 노원구 상계1동,2021,91,0,3,215136
1135063000,서울특별시 노원구 상계1동,2022,15,0,0,27159
1135063000,서울특별시 노원구 상계1동,2023,14,0,0,23799
1135063000,서울특별시 노원구 상계1동,2024,12,0,1,19820
1135064000,서울특별시 노원구 상계2동,2021,76,1,1,57786
1135064000,서울특별시 노원구 상계2동,2022,15,0,1,27440
1135064000,서울특별시 노원구 상계2동,2023,16,0,4,33576
1135064000,서울특별시 노원구 상계2동,2024,16,0,0,7020
1135066500,서울특별시 노원구 상계3·4동,2021,74,1,5,132415
1135066500,서울특별시 노원구 상계3·4동,2022,13,0,1,126091
1135066500,서울특별시 노원구 상계3·4동,2023,11,0,0,12938
1135066500,서울특별시 노원구 상계3·4동,2024,15,0,0,502181
1135067000,서울특별시 노원구 상계5동,2021,51,1,4,33516
1135067000,서울특별시 노원구 상계5동,2022,2,0,1,10703
1135067000,서울특별시 노원구 상계5동,2023,9,0,0,79381
1135067000,서울특별시 노원구 상계5동,2024,7,0,1,2769
1135069500,서울특별시 노원구 상계6·7동,2021,72,0,1,67087
1135069500,서울특별시 노원구 상계6·7동,2022,13,0,0,3536
1135069500,서울특별시 노원구 상계6·7동,2023,17,0,2,42885
1135069500,서울특별시 노원구 상계6·7동,2024,10,0,2,108744
1135070000,서울특별시 노원구 상계8동,2021,25,0,1,53172
1135070000,서울특별시 노원구 상계8동,2022,6,0,0,7974
1135070000,서울특별시 노원구 상계8동,2023,8,0,0,11516
1135070000,서울특별시 노원구 상계8동,2024,3,0,0,1241
1135071000,서울특별시 노원구 상계9동,2021,24,0,0,13599
1135071000,서울특별시 노원구 상계9동,2022,3,0,0,300
1135071000,서울특별시 노원구 상계9동,2023,3,0,0,1028
1135071000,서울특별시 노원구 상계9동,2024,2,0,0,72
1135072000,서울특별시 노원구 상계10동,2021,22,0,1,15002
1135072000,서울특별시 노원구 상계10동,2022,3,1,0,10284
1135072000,서울특별시 노원구 상계10동,2023,3,0,0,176
1135072000,서울특별시 노원구 상계10동,2024,5,0,0,603
1138051000,서울특별시 은평구 녹번동,2021,67,2,3,205685
1138051000,서울특별시 은평구 녹번동,2022,14,0,0,10234
1138051000,서울특별시 은평구 녹번동,2023,20,0,2,20064
1138051000,서울특별시 은평구 녹번동,2024,22,0,0,47976
1138052000,서울특별시 은평구 불광1동,2021,75,3,12,253305
1138052000,서울특별시 은평구 불광1동,2022,20,0,1,11275
1138052000,서울특별시 은평구 불광1동,2023,19,0,0,4803
1138052000,서울특별시 은평구 불광1동,2024,9,0,0,3829
1138053000,서울특별시 은평구 불광2동,2021,53,1,4,105502
1138053000,서울특별시 은평구 불광2동,2022,10,0,5,43204
1138053000,서울특별시 은평구 불광2동,2023,9,0,0,906
1138053000,서울특별시 은평구 불광2동,2024,14,0,0,5426
1138055100,서울특별시 은평구 갈현1동,2021,54,2,5,493964
1138055100,서울특별시 은평구 갈현1동,2022,16,0,0,10489
1138055100,서울특별시 은평구 갈현1동,2023,11,0,0,3266
1138055100,서울특별시 은평구 갈현1동,2024,10,0,0,7010
1138055200,서울특별시 은평구 갈현2동,2021,64,1,2,120202
1138055200,서울특별시 은평구 갈현2동,2022,11,0,0,5877
1138055200,서울특별시 은평구 갈현2동,2023,19,0,0,14020
1138055200,서울특별시 은평구 갈현2동,2024,13,0,1,27159
1138056000,서울특별시 은평구 구산동,2021,44,0,1,52751
1138056000,서울특별시 은평구 구산동,2022,11,0,0,2969
1138056000,서울특별시 은평구 구산동,2023,15,0,1,45404
1138056000,서울특별시 은평구 구산동,2024,8,0,1,300
1138057000,서울특별시 은평구 대조동,2021,74,2,5,1583216
1138057000,서울특별시 은평구 대조동,2022,19,0,1,15538
1138057000,서울특별시 은평구 대조동,2023,20,0,2,12343
1138057000,서울특별시 은평구 대조동,2024,20,1,1,110339
1138058000,서울특별시 은평구 응암1동,2021,41,0,3,654885
1138058000,서울특별시 은평구 응암1동,2022,14,0,0,288437
1138058000,서울특별시 은평구 응암1동,2023,13,0,0,13812
1138058000,서울특별시 은평구 응암1동,2024,15,0,0,1906
1138059000,서울특별시 은평구 응암2동,2021,28,0,0,22287
1138059000,서울특별시 은평구 응암2동,2022,6,0,0,1129
1138059000,서울특별시 은평구 응암2동,2023,14,0,0,21103
1138059000,서울특별시 은평구 응암2동,2024,5,0,0,6522
1138060000,서울특별시 은평구 응암3동,2021,81,0,0,179052
1138060000,서울특별시 은평구 응암3동,2022,14,0,1,3505
1138060000,서울특별시 은평구 응암3동,2023,11,0,0,19926
1138060000,서울특별시 은평구 응암3동,2024,12,0,1,22385
1138062500,서울특별시 은평구 역촌동,2021,81,0,3,295194
1138062500,서울특별시 은평구 역촌동,2022,17,1,6,73697
1138062500,서울특별시 은평구 역촌동,2023,31,0,0,20285
1138062500,서울특별시 은평구 역촌동,2024,20,2,2,103270
1138063100,서울특별시 은평구 신사1동,2021,57,2,2,61672
1138063100,서울특별시 은평구 신사1동,2022,19,0,0,41489
1138063100,서울특별시 은평구 신사1동,2023,19,0,1,9702
1138063100,서울특별시 은평구 신사1동,2024,8,0,0,45881
1138063200,서울특별시 은평구 신사2동,2021,33,0,2,76722
1138063200,서울특별시 은평구 신사2동,2022,7,0,1,1526
1138063200,서울특별시 은평구 신사2동,2023,14,0,1,15380
1138063200,서울특별시 은평구 신사2동,2024,7,0,0,5000
1138064000,서울특별시 은평구 증산동,2021,36,0,1,94947
1138064000,서울특별시 은평구 증산동,2022,16,0,1,38148
1138064000,서울특별시 은평구 증산동,2023,8,0,0,9393
1138064000,서울특별시 은평구 증산동,2024,8,0,0,45697
1138065000,서울특별시 은평구 수색동,2021,35,0,0,36548
1138065000,서울특별시 은평구 수색동,2022,8,0,0,5870
1138065000,서울특별시 은평구 수색동,2023,8,0,0,2853
1138065000,서울특별시 은평구 수색동,2024,3,0,0,521
1138069000,서울특별시 은평구 진관동,2021,67,1,1,101851
1138069000,서울특별시 은평구 진관동,2022,16,0,0,56420
1138069000,서울특별시 은평구 진관동,2023,19,0,0,59959
1138069000,서울특별시 은평구 진관동,2024,16,0,2,349550
1141052000,서울특별시 서대문구 천연동,2021,56,1,2,57075
1141052000,서울특별시 서대문구 천연동,2022,14,0,0,13533
1141052000,서울특별시 서대문구 천연동,2023,8,0,0,80154
1141052000,서울특별시 서대문구 천연동,2024,12,0,0,12297
1141055500,서울특별시 서대문구 북아현동,2021,43,1,4,84292
1141055500,서울특별시 서대문구 북아현동,2022,10,0,1,9325
1141055500,서울특별시 서대문구 북아현동,2023,6,0,0,5826
1141055500,서울특별시 서대문구 북아현동,2024,5,0,0,473
1141056500,서울특별시 서대문구 충현동,2021,101,0,3,7760667
1141056500,서울특별시 서대문구 충현동,2022,19,0,0,3978
1141056500,서울특별시 서대문구 충현동,2023,14,0,1,35632
1141056500,서울특별시 서대문구 충현동,2024,16,0,0,26204
1141058500,서울특별시 서대문구 신촌동,2021,237,0,8,753566
1141058500,서울특별시 서대문구 신촌동,2022,45,1,0,37713
1141058500,서울특별시 서대문구 신촌동,2023,58,0,2,67996
1141058500,서울특별시 서대문구 신촌동,2024,34,0,0,5552
1141061500,서울특별시 서대문구 연희동,2021,174,1,9,162260
1141061500,서울특별시 서대문구 연희동,2022,29,1,4,81542
1141061500,서울특별시 서대문구 연희동,2023,27,0,0,24713
1141061500,서울특별시 서대문구 연희동,2024,26,0,6,65829
1141062000,서울특별시 서대문구 홍제1동,2021,53,0,1,119911
1141062000,서울특별시 서대문구 홍제1동,2022,14,0,0,1923
1141062000,서울특별시 서대문구 홍제1동,2023,10,0,5,262865
1141062000,서울특별시 서대문구 홍제1동,2024,10,0,0,3178
1141064000,서울특별시 서대문구 홍제3동,2021,51,2,1,74767
1141064000,서울특별시 서대문구 홍제3동,2022,10,0,1,91588
1141064000,서울특별시 서대문구 홍제3동,2023,11,0,1,57584
1141064000,서울특별시 서대문구 홍제3동,2024,16,0,1,8412
1141065500,서울특별시 서대문구 홍제2동,2021,23,0,0,107387
1141065500,서울특별시 서대문구 홍제2동,2022,6,0,1,847
1141065500,서울특별시 서대문구 홍제2동,2023,1,0,0,10004
1141065500,서울특별시 서대문구 홍제2동,2024,7,0,0,570
1141066000,서울특별시 서대문구 홍은1동,2021,70,0,0,64415
1141066000,서울특별시 서대문구 홍은1동,2022,16,0,0,63564
1141066000,서울특별시 서대문구 홍은1동,2023,14,0,0,13603
1141066000,서울특별시 서대문구 홍은1동,2024,4,0,0,416
1141068500,서울특별시 서대문구 홍은2동,2021,124,0,3,190385
1141068500,서울특별시 서대문구 홍은2동,2022,17,0,0,94035
1141068500,서울특별시 서대문구 홍은2동,2023,14,0,1,154877
1141068500,서울특별시 서대문구 홍은2동,2024,9,1,0,23831
1141069000,서울특별시 서대문구 남가좌1동,2021,39,0,1,48724
1141069000,서울특별시 서대문구 남가좌1동,2022,10,0,0,28991
1141069000,서울특별시 서대문구 남가좌1동,2023,5,0,1,2857
1141069000,서울특별시 서대문구 남가좌1동,2024,5,0,0,6413
1141070000,서울특별시 서대문구 남가좌2동,2021,65,3,3,77927
1141070000,서울특별시 서대문구 남가좌2동,2022,11,0,0,15534
1141070000,서울특별시 서대문구 남가좌2동,2023,15,0,0,16463
1141070000,서울특별시 서대문구 남가좌2동,2024,14,0,4,30323
1141071000,서울특별시 서대문구 북가좌1동,2021,33,0,3,23508
1141071000,서울특별시 서대문구 북가좌1동,2022,3,0,0,680
1141071000,서울특별시 서대문구 북가좌1동,2023,4,0,0,866
1141071000,서울특별시 서대문구 북가좌1동,2024,4,0,1,919
1141072000,서울특별시 서대문구 북가좌2동,2021,98,1,8,91242
1141072000,서울특별시 서대문구 북가좌2동,2022,17,0,0,49917
1141072000,서울특별시 서대문구 북가좌2동,2023,21,0,1,14764
1141072000,서울특별시 서대문구 북가좌2동,2024,16,0,0,6660
1144055500,서울특별시 마포구 아현동,2021,28,0,3,47689
1144055500,서울특별시 마포구 아현동,2022,6,0,0,865
1144055500,서울특별시 마포구 아현동,2023,8,0,0,212178
1144055500,서울특별시 마포구 아현동,2024,6,0,0,1382
1144056500,서울특별시 마포구 공덕동,2021,75,3,15,122925
1144056500,서울특별시 마포구 공덕동,2022,25,0,1,132337
1144056500,서울특별시 마포구 공덕동,2023,23,0,0,45554
1144056500,서울특별시 마포구 공덕동,2024,23,0,2,102352
1144058500,서울특별시 마포구 도화동,2021,48,0,2,76826
1144058500,서울특별시 마포구 도화동,2022,5,0,1,5125
1144058500,서울특별시 마포구 도화동,2023,9,0,0,65419
1144058500,서울특별시 마포구 도화동,2024,14,0,0,3934
1144059000,서울특별시 마포구 용강동,2021,53,0,3,1211986
1144059000,서울특별시 마포구 용강동,2022,13,0,0,88040
1144059000,서울특별시 마포구 용강동,2023,10,1,1,34761
1144059000,서울특별시 마포구 용강동,2024,10,0,1,8296
1144060000,서울특별시 마포구 대흥동,2021,62,0,5,543048
1144060000,서울특별시 마포구 대흥동,2022,16,0,0,4754
1144060000,서울특별시 마포구 대흥동,2023,12,0,1,66811
1144060000,서울특별시 마포구 대흥동,2024,18,0,0,41983
1144061000,서울특별시 마포구 염리동,2021,26,0,3,58454
1144061000,서울특별시 마포구 염리동,2022,4,0,1,28481
1144061000,서울특별시 마포구 염리동,2023,5,0,0,2783
1144061000,서울특별시 마포구 염리동,2024,14,0,0,27259
1144063000,서울특별시 마포구 신수동,2021,28,0,0,29556
1144063000,서울특별시 마포구 신수동,2022,7,0,0,1512
1144063000,서울특별시 마포구 신수동,2023,15,0,1,38460
1144063000,서울특별시 마포구 신수동,2024,6,0,1,606
1144065500,서울특별시 마포구 서강동,2021,69,0,1,106591
1144065500,서울특별시 마포구 서강동,2022,24,0,1,23239
1144065500,서울특별시 마포구 서강동,2023,18,0,0,7471
1144065500,서울특별시 마포구 서강동,2024,25,0,0,9745
1144066000,서울특별시 마포구 서교동,2021,294,2,6,486761
1144066000,서울특별시 마포구 서교동,2022,49,0,0,97282
1144066000,서울특별시 마포구 서교동,2023,71,1,1,303351
1144066000,서울특별시 마포구 서교동,2024,86,0,3,121133
1144068000,서울특별시 마포구 합정동,2021,74,0,1,76581
1144068000,서울특별시 마포구 합정동,2022,13,0,0,14558
1144068000,서울특별시 마포구 합정동,2023,20,0,0,129542
1144068000,서울특별시 마포구 합정동,2024,24,0,0,31111
