adm_cd,adm_nm,cntr_dist_avg,cntr_dist_median,dispatch_delay_avg,dispatch_delay_median,fire_count_raw,death_cnt,injury_cnt
1162057500,서울특별시 관악구 행운동,2.595833333333333,2.7,4.197916666666667,4.083333333333333,120,0,5
1153076000,서울특별시 구로구 개봉3동,2.589189189189189,2.2,4.483108108108108,4.5,74,1,2
1121581000,서울특별시 광진구 광장동,2.578205128205128,2.1500000000000004,4.82457264957265,4.574999999999999,78,0,3
1174052500,서울특별시 강동구 상일제1동,2.5628571428571427,2.45,4.993333333333333,4.816666666666666,70,1,2
1162066500,서울특별시 관악구 서림동,2.5318181818181817,2.5,4.385823754789272,4.383333333333334,88,1,6
1141068500,서울특별시 서대문구 홍은2동,2.5272727272727273,2.0,4.024086021505377,4.116666666666666,155,0,4
1120064500,서울특별시 성동구 옥수동,2.515254237288136,2.0,5.100847457627118,4.583333333333333,59,0,0
1174069000,서울특별시 강동구 둔촌1동,2.5142857142857147,2.0,3.933333333333333,3.783333333333333,7,0,0
1159062000,서울특별시 동작구 사당1동,2.507619047619048,2.6,4.757852564102564,4.466666666666667,105,0,9
1135072000,서울특별시 노원구 상계10동,2.492857142857143,2.65,4.268452380952381,4.316666666666666,28,1,1
1138060000,서울특별시 은평구 응암3동,2.4778846153846152,2.6500000000000004,3.9207547169811323,4.0,106,0,1
1168060000,서울특별시 강남구 대치1동,2.4745098039215687,2.4,4.721794871794872,4.383333333333333,52,0,2
1171064100,서울특별시 송파구 문정1동,2.4603174603174605,2.3,4.205291005291006,4.166666666666667,63,0,4
1168073000,서울특별시 강남구 일원1동,2.4387096774193546,2.0,4.684677419354839,4.566666666666666,62,0,4
1141058500,서울특별시 서대문구 신촌동,2.433529411764706,2.4,4.179400196656833,4.2,340,1,10
1165056000,서울특별시 서초구 반포1동,2.4313725490196076,2.1500000000000004,4.953398058252427,4.8,103,1,5
1141065500,서울특별시 서대문구 홍제2동,2.43,2.0,4.485,4.6,30,0,1
1171052000,서울특별시 송파구 풍납2동,2.4162162162162164,2.1,3.8979729729729726,3.675,74,0,4
1121583000,서울특별시 광진구 자양2동,2.4063291139240506,2.1,5.150843881856541,4.916666666666667,79,0,2
1144070000,서울특별시 마포구 망원2동,2.4027777777777777,2.0,5.051851851851852,4.683333333333334,72,0,1
1168052100,서울특별시 강남구 논현1동,2.3880398671096343,2.0,4.915171650055371,4.733333333333333,301,0,9
1154568000,서울특별시 금천구 시흥2동,2.3857142857142857,2.0,5.457142857142857,5.183333333333334,35,1,2
1117063000,서울특별시 용산구 이촌1동,2.3857142857142857,2.0,4.8654970760233915,4.883333333333333,57,0,4
1150055000,서울특별시 강서구 화곡2동,2.3785714285714286,2.25,4.925581395348837,4.983333333333333,43,0,1
1154551000,서울특별시 금천구 가산동,2.3776470588235292,2.0,4.800972762645914,4.533333333333333,257,0,11
1150060400,서울특별시 강서구 가양2동,2.375925925925926,1.85,3.2203703703703703,3.1916666666666664,54,0,2
1138052000,서울특별시 은평구 불광1동,2.3701754385964913,2.3499999999999996,4.288839285714286,4.0,114,3,13
1171071000,서울특별시 송파구 잠실6동,2.3446428571428575,2.0,4.672619047619048,4.666666666666667,56,1,0
1171056100,서울특별시 송파구 방이1동,2.332692307692308,2.0,4.221474358974358,4.4,52,0,2
1135066500,서울특별시 노원구 상계3·4동,2.3316326530612246,2.0,4.954421768707483,4.375,98,1,6
1129064000,서울특별시 성북구 정릉3동,2.324324324324324,2.0,4.453153153153154,4.316666666666666,74,1,3
1165062100,서울특별시 서초구 방배4동,2.323611111111111,2.0,4.116425120772948,3.9,72,0,3
1171058000,서울특별시 송파구 송파1동,2.3181818181818183,2.0,4.168168168168168,4.083333333333333,111,0,4
1120072000,서울특별시 성동구 송정동,2.3055555555555554,2.0,4.57962962962963,4.441666666666666,36,0,0
1171064200,서울특별시 송파구 문정2동,2.3029629629629627,2.0,4.68604938271605,4.6,135,0,5
1147053000,서울특별시 양천구 목3동,2.302941176470588,2.0,4.431400966183575,4.566666666666666,69,0,0
1138063200,서울특별시 은평구 신사2동,2.2962962962962963,2.0,4.115123456790124,4.066666666666666,54,0,4
1156061000,서울특별시 영등포구 양평1동,2.291954022988506,2.0,4.09515503875969,4.158333333333333,87,1,5
1111058000,서울특별시 종로구 교남동,2.2840000000000003,2.0,4.954,4.533333333333333,25,0,1
1117058000,서울특별시 용산구 효창동,2.269230769230769,2.0,4.418333333333334,4.3916666666666675,40,0,1
1135070000,서울특별시 노원구 상계8동,2.269230769230769,2.0,3.825877192982456,3.775,39,0,1
1159064000,서울특별시 동작구 사당3동,2.2657894736842104,2.0,4.275438596491228,4.275,38,0,0
1153075000,서울특별시 구로구 개봉2동,2.253846153846154,2.0,4.406209150326798,4.5,52,0,0
1129060000,서울특별시 성북구 안암동,2.248314606741573,2.0,3.8318181818181816,3.783333333333333,89,0,7
1165060000,서울특별시 서초구 방배1동,2.2472972972972975,2.0,4.236486486486487,4.233333333333333,74,1,3
1117055500,서울특별시 용산구 청파동,2.2451327433628316,2.0,4.2938053097345135,4.3,113,1,2
1154569000,서울특별시 금천구 시흥3동,2.23921568627451,2.0,4.923856209150327,4.15,51,0,3
1141062000,서울특별시 서대문구 홍제1동,2.235064935064935,2.0,4.226406926406926,4.233333333333333,77,0,6
1138057000,서울특별시 은평구 대조동,2.226785714285714,2.0,3.671976401179941,3.5833333333333335,113,2,8
