adm_cd,adm_nm,risk_class,risk_index,hotspot_rank,lat,lon,fire_count
1129077000,서울특별시 성북구 장위2동,잠재 위험,60.1,3,37.60918259666667,127.04835842222224,9
1162063000,서울특별시 관악구 남현동,잠재 위험,59.87,1,37.47459864037037,126.97787150246914,81
1162063000,서울특별시 관악구 남현동,잠재 위험,59.87,2,37.469281190000004,126.9842266,2
1144070000,서울특별시 마포구 망원2동,최우선 대응,59.68,1,37.55951139283582,126.90170379402984,67
1144070000,서울특별시 마포구 망원2동,최우선 대응,59.68,2,37.555512963333335,126.8941997,3
1121583000,서울특별시 광진구 자양2동,잠재 위험,58.84,1,37.53035534186667,127.08123085733334,75
1121583000,서울특별시 광진구 자양2동,잠재 위험,58.84,2,37.53641895,127.08469305,2
1117064000,서울특별시 용산구 이촌2동,잠재 위험,57.68,1,37.52708490666667,126.95464361333332,15
1130561500,서울특별시 강북구 수유1동,잠재 위험,57.68,1,37.63264219276923,127.01884292923079,65
1117064000,서울특별시 용산구 이촌2동,잠재 위험,57.68,2,37.52288032909091,126.95837353636362,11
1130561500,서울특별시 강북구 수유1동,잠재 위험,57.68,2,37.628909148000005,127.01534408,10
1130561500,서울특별시 강북구 수유1동,잠재 위험,57.68,3,37.62695457,127.01155773333333,6
1130553400,서울특별시 강북구 삼양동,잠재 위험,57.32,1,37.624047021066666,127.0167233493333,75
1130553400,서울특별시 강북구 삼양동,잠재 위험,57.32,2,37.620558724999995,127.010555575,4
1130553400,서울특별시 강북구 삼양동,잠재 위험,57.32,3,37.6252611,127.01986725,4
1117059000,서울특별시 용산구 용문동,최우선 대응,56.83,1,37.537625033999994,126.95949152285714,35
1135067000,서울특별시 노원구 상계5동,잠재 위험,56.57,1,37.66314104274195,127.06963232096776,62
1174052600,서울특별시 강동구 상일제2동,잠재 위험,56.4,1,37.552632612500005,127.17558603750001,8
1174052600,서울특별시 강동구 상일제2동,잠재 위험,56.4,2,37.545834824,127.1752243,5
