adm_cd,adm_nm,risk_class,risk_index,hotspot_rank,lat,lon,fire_count
1154568000,서울특별시 금천구 시흥2동,잠재 위험,52.32,3,37.447637,126.91910096666668,3
1117063000,서울특별시 용산구 이촌1동,잠재 위험,52.21,1,37.519200296470586,126.97788140882349,34
1117063000,서울특별시 용산구 이촌1동,잠재 위험,52.21,2,37.52116103428572,126.9685988142857,14
1117063000,서울특별시 용산구 이촌1동,잠재 위험,52.21,3,37.5181007,126.97037813333333,3
1120058000,서울특별시 성동구 응봉동,잠재 위험,52.17,1,37.55173544571429,127.03210801785715,28
1120058000,서울특별시 성동구 응봉동,잠재 위험,52.17,2,37.552999740000004,127.03715131999999,5
1129076000,서울특별시 성북구 장위1동,잠재 위험,52.01,1,37.614546981111125,127.0436575174603,63
1129076000,서울특별시 성북구 장위1동,잠재 위험,52.01,2,37.6168427,127.04891456666667,3
1123075000,서울특별시 동대문구 이문2동,잠재 위험,51.48,1,37.60234254833334,127.06263716666666,18
1123075000,서울특별시 동대문구 이문2동,잠재 위험,51.48,2,37.600987598461536,127.06715764615385,13
1123075000,서울특별시 동대문구 이문2동,잠재 위험,51.48,3,37.6001391,127.0708084,2
1168066000,서울특별시 강남구 개포1동,잠재 위험,50.72,1,37.48358215363637,127.05736601818184,11
1168066000,서울특별시 강남구 개포1동,잠재 위험,50.72,2,37.477727977,127.06477691999999,10
1168066000,서울특별시 강남구 개포1동,잠재 위험,50.72,3,37.478276324999996,127.058116425,4
1126063000,서울특별시 중랑구 묵2동,잠재 위험,50.43,1,37.61068648268657,127.07565695671641,67
1129052500,서울특별시 성북구 성북동,잠재 위험,49.11,1,37.58924000705883,127.00512680000001,17
1129052500,서울특별시 성북구 성북동,잠재 위험,49.11,2,37.59191772,127.01126131111111,9
1129052500,서울특별시 성북구 성북동,잠재 위험,49.11,3,37.595094024999995,127.001371425,8
1120072000,서울특별시 성동구 송정동,잠재 위험,48.9,1,37.55017589999999,127.06691087272726,11
1120072000,서울특별시 성동구 송정동,잠재 위험,48.9,2,37.55584407166667,127.07088771666666,6
1120072000,서울특별시 성동구 송정동,잠재 위험,48.9,3,37.549756716666664,127.05658493333333,6
1129072500,서울특별시 성북구 월곡2동,잠재 위험,48.61,1,37.60428205294118,127.04241713725492,51
1129072500,서울특별시 성북구 월곡2동,잠재 위험,48.61,2,37.60651876833334,127.04929270833334,12
1153075000,서울특별시 구로구 개봉2동,잠재 위험,47.94,1,37.49314015348837,126.85398921860464,43
1153075000,서울특별시 구로구 개봉2동,잠재 위험,47.94,2,37.491311100000004,126.86118224285713,7
1123061000,서울특별시 동대문구 답십리2동,잠재 위험,47.49,1,37.56893519170731,127.05924307560976,41
1123061000,서울특별시 동대문구 답십리2동,잠재 위험,47.49,2,37.5702500311111,127.06345494444443,9
1123061000,서울특별시 동대문구 답십리2동,잠재 위험,47.49,3,37.573731466666665,127.06346070000001,3
1147068000,서울특별시 양천구 신정7동,잠재 위험,47.16,1,37.50873396684211,126.86493265526317,38
1147068000,서울특별시 양천구 신정7동,잠재 위험,47.16,2,37.514782165,126.86193759999999,10
1147068000,서울특별시 양천구 신정7동,잠재 위험,47.16,3,37.51198071666666,126.85852091666668,6
1171056600,서울특별시 송파구 오륜동,잠재 위험,47.11,1,37.514033885,127.13548139999999,6
1171056600,서울특별시 송파구 오륜동,잠재 위험,47.11,2,37.51300945666667,127.13229496666666,6
1171056600,서울특별시 송파구 오륜동,잠재 위험,47.11,3,37.50949182,127.13703783999999,5
