WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST
230101223534434,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2,1,277.0,96.0,사용중,0,0,0,1847,2023,겨울,1,20230101,163500,01,01,16,35,일요일,송파소방서,거여119안전센터,,000353,000625,서울특별시,송파구,도시,127.1486488,37.49811272,1.0,1.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,기타(부주의),종이/목재/건초등,풀/ 나뭇잎,,,,,주거,단독주택,다가구주택,2.0,10.0,N,N,N,N,,,,,2.6,,4.0,290.0,33,,2000
230101183535289,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,0,163.96,5.0,사용중,0,0,0,151,2023,겨울,1,20230101,171600,01,01,17,16,일요일,영등포소방서,영등포119안전센터,,000243,000155,서울특별시,영등포구,도시,126.9084195,37.51779546,1.3,1.3,0.0,작동기기,불꽃/ 스파크/ 정전기,방화의심,방화의심,종이/목재/건초등,종이,기타,기타,,,판매/업무시설,숙박시설,여관,1.0,0.0,N,N,N,N,,,,,1.7,,3.0,270.0,29,,2000
230101210512838,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,1124.57,217.69,사용중,0,0,0,30,2023,겨울,1,20230101,200200,01,01,20,02,일요일,구로소방서,공단119안전센터,,000353,000000,서울특별시,구로구,도시,126.8876187,37.48602547,4.0,1.6,3.0,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,식품,음식물,,,,,판매/업무시설,일반업무,오피스텔,4.0,0.0,N,N,N,N,,,,,-1.7,,4.0,270.0,44,,2000
230101211422204,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,0,379.61,223.97,사용중,0,0,0,130,2023,겨울,1,20230101,200600,01,01,20,06,일요일,성동소방서,성수119안전센터,,000341,000512,서울특별시,성동구,도시,127.0532332,37.54253315,2.4,1.0,0.0,미상,미상,전기적 요인,미확인단락,기타,기타,,,,,생활서비스,음식점,커피숍/다방/카페,1.0,6.0,N,N,N,N,,,,,-1.7,,4.0,270.0,44,,2000
230101213029363,기타(쓰레기 화재등),,,,,,,,,,0,0,0,11,2023,겨울,1,20230101,201800,01,01,20,18,일요일,성동소방서,행당119안전센터,,000413,001417,서울특별시,성동구,도시,127.0407262,37.56101714,1.2,1.2,0.0,담뱃불/ 라이터불,담뱃불,부주의,불씨/불꽃/화원방치,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-1.7,,4.0,270.0,44,,2000
230101223924107,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,1007.55,254.15,사용중,0,0,0,51,2023,겨울,1,20230101,210600,01,01,21,06,일요일,서초소방서,잠원119안전센터,,000350,000649,서울특별시,서초구,도시,127.0253829,37.50057382,3.4,2.8,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타서비스,기타건축물,기타 건축물,1.0,2.0,N,Y,N,N,,,,,-2.2,,3.0,270.0,45,,2000
230102003219879,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,0,386.72,214.55,사용중,0,0,0,15,2023,겨울,1,20230101,222500,01,01,22,25,일요일,강서소방서,화곡119안전센터,,000400,000700,서울특별시,강서구,도시,126.8465429,37.53293416,5.0,1.7,0.0,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,판매/업무시설,판매시설,시장,1.0,0.0,N,N,N,N,,,,,-2.7,,4.0,320.0,45,,2000
230102024104536,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,15,1,5444.43,422.57,사용중,0,0,0,491,2023,겨울,1,20230102,011200,01,02,01,12,월요일,은평소방서,녹번119안전센터,,000400,001300,서울특별시,은평구,도시,126.9188164,37.59950526,3.5,1.5,0.0,작동기기,기기 전도/복사열/기기발열,부주의,불씨/불꽃/화원방치,전기/전자,전기/ 전자기기 케이스,,,,,판매/업무시설,일반업무,기타 일반업무시설,1.0,5.0,N,Y,N,N,,,,,-5.0,,3.0,270.0,49,,2000
230102044353984,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,12,1,4129.15,408.05,사용중,0,0,0,303,2023,겨울,1,20230102,022800,01,02,02,28,월요일,강서소방서,등촌119안전센터,,000400,001500,서울특별시,강서구,도시,126.8491199,37.55937657,1.6,1.6,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,나무,,,,,주거,공동주택,아파트,1.0,5.0,N,Y,N,N,,,,,-5.6,,2.0,270.0,51,,2000
230102070642030,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,1,4969.98,766.8,사용중,0,0,0,220,2023,겨울,1,20230102,055300,01,02,05,53,월요일,은평소방서,수색119안전센터,,000256,001054,서울특별시,은평구,도시,126.9110743,37.58562254,5.1,3.1,0.0,기타,기타,부주의,기기(전기/ 기계 등) 사용.설치부주의,침구/직물류,의류,,,,,집합시설,운동시설,체력단련장(헬스장),2.0,0.0,N,N,N,N,,,,,-6.7,,2.0,340.0,52,,2000
230102071703382,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,410.42,53.46,사용중,0,0,0,63,2023,겨울,1,20230102,060300,01,02,06,03,월요일,도봉소방서,도봉119안전센터,,000444,001100,서울특별시,도봉구,도시,127.0352355,37.66530025,1.0,1.0,0.0,작동기기,기타(작동기기),부주의,기기(전기/ 기계 등) 사용.설치부주의,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,판매/업무시설,판매시설,시장,1.0,0.0,N,N,N,N,,,,,-6.4,,3.0,320.0,51,,2000
230102082515922,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,4127.07,1832.15,사용중,0,0,0,493,2023,겨울,1,20230102,071400,01,02,07,14,월요일,광진소방서,능동119안전센터,,000325,001200,서울특별시,광진구,도시,127.0690282,37.53786806,2.0,2.0,0.0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,불씨/불꽃/화원방치,종이/목재/건초등,목재/ 합판,,,,,생활서비스,음식점,치킨/족발,1.0,5.0,N,Y,N,N,,,,,-6.6,,3.0,290.0,52,,2000
230102110337339,기타(쓰레기 화재등),,,,,,,,,,0,0,0,63,2023,겨울,1,20230102,101200,01,02,10,12,월요일,용산소방서,이태원119안전센터,,000421,000008,서울특별시,용산구,도시,127.0044685,37.53360564,3.2,0.9,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-5.1,,3.0,250.0,47,,2000
230102132323525,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,12,2,1019.39,60.27,사용중,0,0,0,174,2023,겨울,1,20230102,112600,01,02,11,26,월요일,영등포소방서,영등포119안전센터,,000438,000552,서울특별시,영등포구,도시,126.900976,37.50598529,2.2,2.2,0.0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),합성수지,플라스틱/ PVC/ 비닐/ 장판,생활기기,세탁기,,,주거,공동주택,아파트,9.0,0.0,N,Y,N,N,,,,,-4.1,,4.0,290.0,44,,2000
230102123557496,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,1571.68,30.0,사용중,0,0,0,48,2023,겨울,1,20230102,112700,01,02,11,27,월요일,양천소방서,양천119안전센터,,000406,000004,서울특별시,양천구,도시,126.8606725,37.52583643,1.5,1.5,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,,,,,판매/업무시설,일반업무,일반회사,3.0,0.0,N,Y,N,N,,,,,-4.1,,4.0,290.0,44,,2000
230102133403745,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,0,60.0,60.0,사용중,0,0,0,16049,2023,겨울,1,20230102,113300,01,02,11,33,월요일,종로소방서,연건119안전센터,,000134,010406,서울특별시,종로구,도시,127.002394,37.57303045,1.6,1.3,0.0,미상,미상,미상,미상,미상,미상,,,,,집합시설,종교시설,교회,1.0,0.0,N,N,N,N,,,,,-4.1,,4.0,290.0,44,,2000
230102124136144,기타(쓰레기 화재등),,,,,,,,,,0,0,0,5,2023,겨울,1,20230102,120900,01,02,12,09,월요일,송파소방서,가락119안전센터,,000250,000451,서울특별시,송파구,도시,127.1194485,37.4945269,2.5,1.5,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-2.6,,3.0,270.0,37,,2000
230102154958804,건축/구조물,양식(옥),벽돌조,스레트가,,3,1,172.47,42.5,사용중,0,0,0,3782,2023,겨울,1,20230102,134400,01,02,13,44,월요일,마포소방서,성산119안전센터,,000210,001400,서울특별시,마포구,도시,126.9113379,37.56976556,4.2,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1.0,37.0,N,N,N,N,,,,,-2.2,,4.0,290.0,35,,2000
230102170152953,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2,1,214.11,71.37,사용중,0,0,0,18,2023,겨울,1,20230102,143700,01,02,14,37,월요일,서대문소방서,북가좌119안전센터,,000452,000349,서울특별시,서대문구,도시,126.9224858,37.5808307,2.8,1.2,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,기타,기타,,,,,주거,단독주택,단독주택,2.0,1.0,N,N,N,N,,,,,-1.4,,3.0,250.0,34,,2000
230102172949045,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,13,3,37827.79,4238.8,사용중,0,0,0,138,2023,겨울,1,20230102,155700,01,02,15,57,월요일,노원소방서,상계119안전센터,,000458,000044,서울특별시,노원구,도시,127.0691777,37.65979186,3.8,2.5,0.0,작동기기,기기 전도/복사열/기기발열,기계적 요인,오일/연료누설,식품,튀김유,,,,,생활서비스,음식점,치킨/족발,-1.0,0.0,N,Y,N,N,,,,,-0.7,,3.0,270.0,34,,2000
230103012010164,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,373.42,124.44,사용중,0,0,0,413,2023,겨울,1,20230102,160000,01,02,16,00,월요일,관악소방서,신림119안전센터,,000404,001046,서울특별시,관악구,도시,126.9202926,37.48449873,4.4,1.6,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,생활서비스,일상서비스,수리/A/S/상하수도,1.0,3.0,N,N,N,N,,,,,-0.9,,3.0,290.0,34,,2000
230102200504532,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,1,656.63,121.27,사용중,0,0,0,408,2023,겨울,1,20230102,173400,01,02,17,34,월요일,중랑소방서,중화119안전센터,,000419,000247,서울특별시,중랑구,도시,127.0909879,37.59492982,2.8,1.4,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,냉난방기,,,생활서비스,음식점,일반주점,1.0,10.0,N,N,N,N,,,,,-1.7,,2.0,290.0,37,,2000
230103032358520,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16,3,6723.92,490.07,사용중,0,1,1,31542,2023,겨울,1,20230102,183800,01,02,18,38,월요일,관악소방서,관악119안전센터,,000740,002800,서울특별시,관악구,도시,126.9645976,37.47102512,2.8,2.8,0.0,미상,미상,미상,미상,미상,미상,,,,,주거,공동주택,아파트,2.0,35.0,N,Y,N,N,,,,,-2.7,,3.0,270.0,39,,2000
230102200636046,기타(쓰레기 화재등),,,,,,,,,,0,0,0,74,2023,겨울,1,20230102,191200,01,02,19,12,월요일,강남소방서,삼성119안전센터,,000430,000639,서울특별시,강남구,도시,127.0462175,37.51053855,2.4,2.4,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,기타,야외,쓰레기,,2.0,N,N,N,N,,,,,-3.4,,3.0,270.0,44,,2000
230102233402783,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,551.13,145.45,사용중,0,0,0,599,2023,겨울,1,20230102,211900,01,02,21,19,월요일,노원소방서,공릉119안전센터,,000433,000626,서울특별시,노원구,도시,127.0766535,37.62895133,1.4,1.5,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,냉난방기,,,생활서비스,음식점,한식,1.0,0.0,N,N,N,N,,,,,-4.4,,2.0,290.0,48,,2000
230103002939649,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,1,801.3,131.17,사용중,0,0,0,421,2023,겨울,1,20230102,230100,01,02,23,01,월요일,강남소방서,삼성119안전센터,,000317,002305,서울특별시,강남구,도시,127.059385,37.50596637,0.9,0.9,0.0,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,기타,기타,,,,,생활서비스,음식점,일반주점,-1.0,10.0,N,Y,Y,N,,,,,-5.8,,2.0,270.0,49,,2000
230103045914473,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,1,2592.0,427.68,사용중,0,0,0,2850,2023,겨울,1,20230103,025000,01,03,02,50,화요일,강서소방서,등촌119안전센터,,000140,002256,서울특별시,강서구,도시,126.8552887,37.53746386,3.7,1.5,0.0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,침구/직물류,이불(베개/시트),,,,,주거,공동주택,아파트,5.0,0.0,N,N,N,N,,,,,-7.6,,1.0,320.0,59,,2000
230103084242634,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6,0,1497.14,268.42,사용중,0,0,0,19060,2023,겨울,1,20230103,052100,01,03,05,21,화요일,금천소방서,금천119안전센터,,000253,002356,서울특별시,금천구,도시,126.8921955,37.47061855,1.5,1.5,0.0,작동기기,불꽃/ 스파크/ 정전기,기계적 요인,자동제어 실패,합성수지,플라스틱/ PVC/ 비닐/ 장판,산업장비,기타(산업장비),,,산업시설,공장시설,금속기계 및 기구공업,1.0,100.0,Y,Y,N,N,,,,,-8.4,,2.0,290.0,61,,2000
230103104312948,기타(쓰레기 화재등),,,,,,,,,,0,0,0,50,2023,겨울,1,20230103,095800,01,03,09,58,화요일,도봉소방서,방학119안전센터,,000320,000500,서울특별시,도봉구,도시,127.0488234,37.65347474,1.5,1.5,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,기타,도로,기타도로,,,N,N,N,N,,,,,-8.3,,2.0,50.0,65,,2000
230103121822467,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,1,249.03,84.18,사용중,0,0,0,163,2023,겨울,1,20230103,110300,01,03,11,03,화요일,도봉소방서,도봉119안전센터,,000341,000719,서울특별시,도봉구,도시,127.0301344,37.66732121,1.8,2.5,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,단독주택,1.0,2.0,N,N,N,N,,,,,-3.4,,3.0,290.0,41,,2000
230103145042036,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16,2,2584.02,184.82,사용중,0,0,0,1678,2023,겨울,1,20230103,111000,01,03,11,10,화요일,송파소방서,종합운동장119안전센터,,000328,003028,서울특별시,송파구,도시,127.0795186,37.51085203,5.5,1.5,0.0,미상,미상,미상,미상,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,오피스텔,1.0,20.0,N,Y,N,N,,,,,-3.4,,3.0,290.0,41,,2000
230103121808176,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,15,1,6348.6,655.32,사용중,0,0,0,138,2023,겨울,1,20230103,114000,01,03,11,40,화요일,중부소방서,무학119안전센터,,000213,000521,서울특별시,중구,도시,127.0237549,37.5623017,1.1,1.1,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,주거,공동주택,아파트,11.0,1.0,N,N,N,N,,,,,-3.4,,3.0,290.0,41,,2000
230103150757958,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,4,1,657.52,156.38,사용중,0,0,0,171,2023,겨울,1,20230103,123600,01,03,12,36,화요일,마포소방서,서교119안전센터,,000333,000400,서울특별시,마포구,도시,126.9198882,37.56081868,3.2,1.7,0.0,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,가구,소파,계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,2.0,0.0,N,N,N,N,,,,,-2.3,,3.0,290.0,36,,2000
230103144944044,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2,1,211.16,99.04,사용중,0,0,0,30,2023,겨울,1,20230103,125000,01,03,12,50,화요일,강서소방서,발산119안전센터,,000131,000600,서울특별시,강서구,도시,126.838049,37.55503355,2.7,0.3,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,배선/배선기구,전력공급용 전선,,,생활서비스,일상서비스,기타 일상서비스,1.0,1.0,N,N,N,N,,,,,-2.3,,3.0,290.0,36,,2000
230103151103455,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,412.68,82.08,사용중,0,0,0,30,2023,겨울,1,20230103,130700,01,03,13,07,화요일,강서소방서,발산119안전센터,,000310,000800,서울특별시,강서구,도시,126.8409204,37.54215463,3.1,0.7,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,배선/배선기구,옥내 인입배선,,,판매/업무시설,판매시설,상가빌딩,1.0,0.0,N,N,N,N,,,,,-1.3,,3.0,290.0,34,,2000
230103173323981,건축/구조물,양식(옥),철근콘크리트조,슬라브가,3.0,15,3,190392.0,14951.82,사용중,0,0,0,27,2023,겨울,1,20230103,131600,01,03,13,16,화요일,금천소방서,금천119안전센터,,000728,001032,서울특별시,금천구,도시,126.8827547,37.47937323,3.9,3.9,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,산업시설,공장시설,그 밖의 공업,8.0,0.0,N,Y,N,N,,,,,-1.3,,3.0,290.0,34,,2000
230103152311765,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,716.31,331.0,사용중,0,0,0,16,2023,겨울,1,20230103,142500,01,03,14,25,화요일,서대문소방서,연희119안전센터,,000346,000109,서울특별시,서대문구,도시,126.9320096,37.55883553,2.5,2.5,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,단독주택,다가구주택,1.0,1.0,N,N,N,N,,,,,-0.2,,3.0,270.0,30,,2000
