WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST
240101015112512 ,기타(쓰레기 화재등),,,,,,,,,,0,0,0,151,2024,겨울,1,20240101,001600,01,01,00,16,월요일,송파소방서,거여119안전센터,,000225,000319,서울특별시,송파구,도시,127.1432791,37.49834055,0.5,0.5,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,0.6,,2,20,97,2.4,394
240101101509065 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,555.85,0,사용중,0,0,0,319,2024,겨울,1,20240101,083800,01,01,08,38,월요일,강남소방서,역삼119안전센터,,000342,000019,서울특별시,강남구,도시,127.0388074,37.50310576,2.8,1.3,0,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,전기/전자,작동장치(모터/ 히터/ 램프 등),,,,,생활서비스,음식점,횟집,1,0,N,N,N,N,,,,,,,,,,,
240101134810062 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,521.84,144.62,사용중,0,0,0,217,2024,겨울,1,20240101,094200,01,01,09,42,월요일,광진소방서,능동119안전센터,,000038,000954,서울특별시,광진구,도시,127.0800535,37.55526056,2,0.8,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,기타(부주의),침구/직물류,의류,,,,,주거,단독주택,다가구주택,1,0,N,N,N,N,,,,,0.6,,1,50,99,2.4,587
240101144706520 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,146.7,48.66,사용중,0,0,0,101,2024,겨울,1,20240101,100600,01,01,10,06,월요일,광진소방서,능동119안전센터,,000359,000718,서울특별시,광진구,도시,127.068304,37.5426909,2.5,1.9,0,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,-1,0,N,N,N,N,,,,,2.4,,1,70,95,2.4,1140
240101123154170 ,자동차/철도차량,,,,,,,,,,0,0,0,4400,2024,겨울,1,20240101,102700,01,01,10,27,월요일,영등포소방서,여의도119안전센터,,000248,002327,서울특별시,영등포구,도시,126.9348312,37.51831433,3.4,1.3,0,마찰/ 전도/ 복사,마찰열/마찰 스파크,기계적 요인,과열/ 과부하,미상,미상,차량/ 선박부품,기타(차량/선박부품),전기/전자,작동장치(모터/ 히터/ 램프 등),자동차/철도차량,자동차,승용자동차,,,N,N,N,N,주차장,,,,2.4,,1,70,95,2.4,1140
240101144433068 ,자동차/철도차량,,,,,,,,,,0,0,0,50789,2024,겨울,1,20240101,112100,01,01,11,21,월요일,종로소방서,신영119안전센터,,000353,010302,서울특별시,종로구,도시,126.9646114,37.59127552,4.4,2.5,0,기타,기타,전기적 요인,미확인단락,자동차/철도차량/선박/항공기,기타(자동차/철도차량/선박/항공기),차량/ 선박부품,기타(차량/선박부품),기타,기타,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,주차장,,,,4.4,,2,70,82,2.2,1519
240101143435579 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,299.16,33.57,사용중,0,0,0,159,2024,겨울,1,20240101,133200,01,01,13,32,월요일,강동소방서,암사119안전센터,,000200,000800,서울특별시,강동구,도시,127.1314741,37.55405329,4,0.5,0,작동기기,불꽃/ 스파크/ 정전기,부주의,기타(부주의),위험물등,기타(위험물등),,,,,주거,단독주택,기타 단독주택,-1,2,N,N,N,N,,,,,7.3,,2,110,70,0.9,1612
240101154802624 ,자동차/철도차량,,,,,,,,,,0,0,0,1450,2024,겨울,1,20240101,142100,01,01,14,21,월요일,강서소방서,개화119안전센터,,000344,000048,서울특별시,강서구,도시,126.8030069,37.55886965,6,2.1,0,작동기기,전기적 아크(단락),미상,미상,자동차/철도차량/선박/항공기,전기배선,차량/ 선박부품,배선,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,,,,6.5,,2,180,68,0.5,1838
240101223546344 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,1,2118.44,36.2,사용중,0,0,0,120,2024,겨울,1,20240101,215100,01,01,21,51,월요일,강서소방서,발산119안전센터,,000337,000245,서울특별시,강서구,도시,126.8538779,37.55330198,1.3,1.3,0,작동기기,기기 전도/복사열/기기발열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,공동주택,다세대주택,3,1,N,Y,N,N,,,,,4.3,0,2,290,77,,1116
240102012309688 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,700.38,114.48,사용중,0,0,0,44,2024,겨울,1,20240101,235400,01,01,23,54,월요일,마포소방서,서교119안전센터,,000340,001400,서울특별시,마포구,도시,126.9230007,37.55557828,1.9,1,0,작동기기,기타(작동기기),전기적 요인,기타(전기적요인),전기/전자,전기/ 전자기기 기판,조명/ 간판,기타(조명/간판),,,생활서비스,일상서비스,사진관,1,0,N,N,N,N,,,,,3.9,,2,270,82,,737
240102112709411 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,0,998.92,499.46,사용중,0,0,0,13106,2024,겨울,1,20240102,060300,01,02,06,03,화요일,성동소방서,성수119안전센터,,000548,012926,서울특별시,성동구,도시,127.0608892,37.54521569,2.5,2,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,종이/목재/건초등,기타(종이/목재/건초등),,,,,산업시설,공장시설,그 밖의 공업,2,0,N,N,N,N,,,,,2.3,,1,340,84,,560
240102085708076 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,0,568.3,156.46,사용중,0,0,0,103,2024,겨울,1,20240102,075900,01,02,07,59,화요일,강북소방서,삼각산119안전센터,,000314,000112,서울특별시,강북구,도시,127.0171487,37.63191698,2.8,2.1,0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전자기기 부속품,주방기기,전기레인지,,,주거,공동주택,다세대주택,2,0,N,N,N,N,,,,,2.2,,0,0,82,,633
240103171204421 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,323.19,107.73,사용중,0,1,1,107,2024,겨울,1,20240102,110000,01,02,11,00,화요일,관악소방서,관악119안전센터,,000522,000000,서울특별시,관악구,도시,126.9651052,37.46977734,2.5,2.5,0,작동기기,불꽃/ 스파크/ 정전기,부주의,기기(전기/ 기계 등) 사용.설치부주의,가연성가스,천연가스,주방기기,가스렌지,가연성가스,천연가스,주거,공동주택,다세대주택,2,1,N,N,N,N,,,,,3.1,,2,290,73,,1035
240102124328824 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,14,2,17899.23,2693.31,사용중,0,0,0,81,2024,겨울,1,20240102,111900,01,02,11,19,화요일,강동소방서,성내119안전센터,,000210,000900,서울특별시,강동구,도시,127.12303,37.52716693,1.5,1.5,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,아파트,-1,0,N,Y,N,N,,,,,3.1,,2,290,73,,1035
240102123956925 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,1356.1,285.32,사용중,0,0,0,41,2024,겨울,1,20240102,115100,01,02,11,51,화요일,용산소방서,한강로119안전센터,,000418,000056,서울특별시,용산구,도시,126.968755,37.54682787,1.7,1.8,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,연립주택,3,3,N,N,N,N,,,,,3.1,,2,290,73,,1035
240102154010973 ,기타(쓰레기 화재등),,,,,,,,,,0,0,0,0,2024,겨울,1,20240102,141600,01,02,14,16,화요일,종로소방서,연건119안전센터,,000545,000701,서울특별시,종로구,도시,126.9952094,37.58838142,2.6,1.7,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,4.1,,2,270,63,,1482
240103002855362 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,0,219.46,79.42,사용중,1,1,2,10508,2024,겨울,1,20240102,161600,01,02,16,16,화요일,용산소방서,한강로119안전센터,,000336,001454,서울특별시,용산구,도시,126.9696756,37.54670324,1.9,1.3,0,기타,기타,부주의,가연물 근접방치,종이/목재/건초등,종이,,,합성수지,플라스틱/ PVC/ 비닐/ 장판,판매/업무시설,숙박시설,여관,3,30,N,N,N,N,,,,,4,,2,290,62,,2014
240102221539157 ,건축/구조물,조립식,샌드위치패널조,샌드위치패널,5,1,0,30,30,사용중,0,0,0,892,2024,겨울,1,20240102,180000,01,02,18,00,화요일,마포소방서,성산119안전센터,,000230,000000,서울특별시,마포구,도시,126.9029954,37.57423829,4.9,0.6,0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,생활기기,세탁기,,,운수자동차시설,자동차시설,기타 자동차시설,1,0,N,N,N,N,,,,,3.2,,1,290,64,,1922
240102235022891 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,256.2,108.1,사용중,0,0,0,2390,2024,겨울,1,20240102,192100,01,02,19,21,화요일,금천소방서,금천119안전센터,,000330,001325,서울특별시,금천구,도시,126.9005409,37.47471156,1.3,1.3,0,미상,미상,미상,미상,미상,미상,,,미상,미상,주거,단독주택,다가구주택,-1,13,N,N,N,N,,,,,2.9,,2,290,70,,1724
240103031313274 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,2,1,211.68,77.04,사용중,0,0,0,374,2024,겨울,1,20240103,011300,01,03,01,13,수요일,강북소방서,미아119안전센터,,000303,001048,서울특별시,강북구,도시,127.0257163,37.62123611,2.5,0.5,0,미상,미상,미상,미상,쓰레기류,쓰레기,,,,,주거,단독주택,단독주택,-1,3,N,N,N,N,,,,,2.3,,2,340,74,,1954
240103034001362 ,자동차/철도차량,,,,,,,,,,0,0,0,440,2024,겨울,1,20240103,021000,01,03,02,10,수요일,서초소방서,양재119안전센터,,000640,000000,서울특별시,서초구,도시,127.0432977,37.45837603,11,3,0,불꽃/ 불티,모닥불/ 연탄/ 숯,방화,방화,합성수지,기타(합성수지),,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,N,일반도로,,,,2.2,,1,340,74,,1986
240103062814589 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,3923.19,0,사용중,0,0,0,1708,2024,겨울,1,20240103,041000,01,03,04,10,수요일,동대문소방서,용두119안전센터,,000312,001320,서울특별시,동대문구,도시,127.0300477,37.57802268,4.3,0.2,0,기타,기타,부주의,기타(부주의),쓰레기류,기타 쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,1,5,N,N,N,N,,,,,2,,0,0,77,,1791
240103070114279 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,1,661.83,202.03,사용중,0,0,0,6,2024,겨울,1,20240103,060200,01,03,06,02,수요일,종로소방서,숭인119안전센터,,000225,001902,서울특별시,종로구,도시,127.0214471,37.5755565,3.5,0.5,0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,배선/배선기구,스위치 멀티탭,,,집합시설,운동시설,체력단련장(헬스장),-1,0,N,Y,N,N,,,,,2.2,,1,290,78,,1359
240103072845513 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,5,1,518.98,92.29,사용중,0,0,0,474,2024,겨울,1,20240103,061600,01,03,06,16,수요일,광진소방서,능동119안전센터,,000403,000200,서울특별시,광진구,도시,127.071488,37.53369445,2.6,1.1,0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,전선피복,주방기기,튀김기,,,생활서비스,음식점,치킨/족발,1,20,N,N,N,N,,,,,2.2,,1,290,78,,1359
240103101428178 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,7,3,7536.79,1906.3,사용중,0,0,0,198,2024,겨울,1,20240103,083500,01,03,08,35,수요일,강남소방서,역삼119안전센터,,000349,000641,서울특별시,강남구,도시,127.0471111,37.48747694,4,1.7,0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전기/ 전자기기 기판,,,,,판매/업무시설,일반업무,일반빌딩,-1,0,N,N,N,N,,,,,2.3,,2,270,80,,874
240103154623952 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,3238.12,59.5,사용중,0,0,0,81,2024,겨울,1,20240103,101900,01,03,10,19,수요일,마포소방서,성산119안전센터,,000320,000000,서울특별시,마포구,도시,126.8969179,37.55999483,4.5,2.5,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,전기설비,배전반/분전반,,,주거,공동주택,연립주택,1,0,N,N,N,N,,,,,1.8,,1,250,90,,339
240103143551961 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,5,3,3411.55,589.27,사용중,0,1,1,1837,2024,겨울,1,20240103,105400,01,03,10,54,수요일,종로소방서,연건119안전센터,,000216,003819,서울특별시,종로구,도시,127.000723,37.58406366,1.9,0.4,0,불꽃/ 불티,기타(불꽃/불티),부주의,기타(부주의),기타,기타,,,,,생활서비스,음식점,기타 음식점,1,0,Y,N,N,Y,,,,,1.8,,1,250,90,,339
240103140116543 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,456.66,125.97,사용중,0,0,0,3979,2024,겨울,1,20240103,111500,01,03,11,15,수요일,성북소방서,돈암119안전센터,,000445,003112,서울특별시,성북구,도시,126.9978371,37.59476665,5.2,4.1,0,불꽃/ 불티,기타(불꽃/불티),부주의,기기(전기/ 기계 등) 사용.설치부주의,합성수지,기타(합성수지),,,,,주거,단독주택,단독주택,1,10,N,N,N,N,,,,,2.4,,2,180,89,,486
240103190243983 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,723.04,176.09,사용중,0,0,0,473,2024,겨울,1,20240103,170100,01,03,17,01,수요일,성북소방서,길음119안전센터,,000442,001133,서울특별시,성북구,도시,127.0064006,37.60852559,3.5,3.5,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),3,4,N,Y,N,N,,,,,3,,3,320,77,,1013
240103200058636 ,기타(쓰레기 화재등),,,,,,,,,,0,0,0,35,2024,겨울,1,20240103,172200,01,03,17,22,수요일,서초소방서,반포119안전센터,,000126,000018,서울특별시,서초구,도시,126.9944913,37.49680742,0.5,0.5,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,기타,야외,기타야외,,,N,N,N,N,,,,,3,,3,320,77,,1013
240103201534314 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,2,,355.12,160.26,사용중,0,0,0,31,2024,겨울,1,20240103,183900,01,03,18,39,수요일,서초소방서,양재119안전센터,,000700,000800,서울특별시,서초구,도시,127.0556429,37.44346081,11,4.5,0,담뱃불/ 라이터불,향불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이,,,,,생활서비스,음식점,커피숍/다방/카페,2,0,N,N,N,N,,,,,2.3,,3,270,82,,820
240104065827988 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,0,78,28,사용중,0,0,0,99,2024,겨울,1,20240103,192500,01,03,19,25,수요일,용산소방서,후암119안전센터,,000236,001748,서울특별시,용산구,도시,126.9744724,37.5531211,1.6,0.8,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,침구/직물류,의류,,,침구/직물류,의류,주거,단독주택,다가구주택,2,0,N,N,N,N,,,,,1.7,,1,250,82,,788
240104002647550 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,0,888.48,242.4,사용중,0,0,0,42,2024,겨울,1,20240103,223200,01,03,22,32,수요일,강서소방서,화곡119안전센터,,000154,002300,서울특별시,강서구,도시,126.8371218,37.53269995,4.5,1.7,0,작동기기,기기 전도/복사열/기기발열,부주의,음식물 조리중,기타,기타,,,,,주거,공동주택,다세대주택,2,0,N,N,N,N,,,,,0,,3,340,74,,914
240104011028153 ,기타(쓰레기 화재등),,,,,,,,,,0,0,0,16,2024,겨울,1,20240103,231600,01,03,23,16,수요일,강서소방서,발산119안전센터,,000214,000400,서울특별시,강서구,도시,126.8417483,37.5456763,2.7,0.8,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,-0.5,,2,270,75,,877
240104011006490 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,2,1,517.58,184.34,사용중,0,0,0,145,2024,겨울,1,20240103,235300,01,03,23,53,수요일,종로소방서,신영119안전센터,,000401,000830,서울특별시,종로구,도시,126.9660853,37.61039713,7.2,1.8,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,주거,단독주택,단독주택,1,0,N,N,N,N,,,,,-0.5,,2,270,75,,877
240104092732109 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,9,1,754.1,123,사용중,0,0,0,34,2024,겨울,1,20240104,084800,01,04,08,48,목요일,관악소방서,관악119안전센터,,000213,001100,서울특별시,관악구,도시,126.9601877,37.47788875,1.5,1.5,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1,0,N,N,N,N,,,,,-2.8,,2,50,87,,686
240104222724384 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,3,1,3327.83,598.07,사용중,0,0,0,179,2024,겨울,1,20240104,134200,01,04,13,42,목요일,구로소방서,구로119안전센터,,000448,000122,서울특별시,구로구,도시,126.8760297,37.4957143,2.5,2.4,0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,양식,1,0,N,N,N,N,,,,,2.5,,2,50,69,,755
240104143834992 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,276.89,276.89,개축,0,0,0,9,2024,겨울,1,20240104,135200,01,04,13,52,목요일,은평소방서,진관119안전센터,,000325,000300,서울특별시,은평구,도시,126.920138,37.61704221,1.1,1.1,0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,기타서비스,기타건축물,기타 건축물,3,0,N,N,N,N,,,,,2.5,,2,50,69,,755
240104163650106 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,12,0,7535.64,156.99,사용중,0,0,0,5,2024,겨울,1,20240104,145500,01,04,14,55,목요일,영등포소방서,여의도119안전센터,,000251,000700,서울특별시,영등포구,도시,126.9364099,37.51915546,3.5,1.4,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,3,0,N,Y,N,N,,,,,3.7,,2,50,66,,914
240104170317316 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,3,1,282.65,128.93,사용중,0,0,0,479,2024,겨울,1,20240104,152000,01,04,15,20,목요일,영등포소방서,영등포119안전센터,,000552,001352,서울특별시,영등포구,도시,126.8904642,37.51496272,2,2,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,쓰레기류,쓰레기,,,,,생활서비스,일상서비스,기타 일상서비스,1,3,N,N,N,N,,,,,4,,2,20,65,,920
240104221008577 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,13,0,1,24645.94,791.22,사용중,0,0,0,5025,2024,겨울,1,20240104,180600,01,04,18,06,목요일,강동소방서,강일119안전센터,,000201,011629,서울특별시,강동구,도시,127.1791236,37.56041794,8,0.5,0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,트래킹에 의한 단락,전기/전자,콘센트/ 스위치류,,,,,주거,공동주택,아파트,-1,0,N,Y,N,N,,,,,4.5,,3,200,67,,1060
240104195527977 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,6,1,743.1,167.13,사용중,0,0,0,50,2024,겨울,1,20240104,191800,01,04,19,18,목요일,서초소방서,반포119안전센터,,000300,000300,서울특별시,서초구,도시,126.9959881,37.4981623,0.5,0.5,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3,0,N,N,N,N,,,,,4.2,,2,140,70,,997
240104223302709 ,건축/구조물,조립식,기타 조,슬라브가,1,1,,66,16.5,사용중,0,0,0,3,2024,겨울,1,20240104,210300,01,04,21,03,목요일,강북소방서,삼각산119안전센터,,000256,000000,서울특별시,강북구,도시,127.0136467,37.627276,3.2,1.3,0,작동기기,기기 전도/복사열/기기발열,미상,미상,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,단독주택,1,0,N,N,N,N,,,,,4.4,,2,160,70,,841
240104223214397 ,자동차/철도차량,,,,,,,,,,0,0,0,24,2024,겨울,1,20240104,212900,01,04,21,29,목요일,서초소방서,양재119안전센터,,000133,000000,서울특별시,서초구,도시,127.0412259,37.46951391,9.7,0.5,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,자동차/철도차량,자동차,소형 승합차,,,N,N,N,N,주차장,,,,4.4,,2,160,70,,841
240105013908543 ,건축/구조물,양식(옥),철근콘크리트조,기타 즙,1,3,1,269.5,84.96,사용중,0,2,2,9096,2024,겨울,1,20240104,213100,01,04,21,31,목요일,동작소방서,동작119안전센터,,000356,010834,서울특별시,동작구,도시,126.9317036,37.50930266,3.8,3.8,0,작동기기,기기 전도/복사열/기기발열,부주의,기기(전기/ 기계 등) 사용.설치부주의,침구/직물류,이불(베개/시트),,,,,주거,단독주택,다중주택,-1,15,N,N,N,N,,,,,4.4,,2,160,70,,841
240105015437570 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,2,19633.77,45.84,사용중,0,1,1,8941,2024,겨울,1,20240104,220200,01,04,22,02,목요일,영등포소방서,영등포119안전센터,,000356,003216,서울특별시,영등포구,도시,126.886906,37.52096134,1.6,1.6,0,화학적 발화열,화학반응열,화학적 요인,자연발화,침구/직물류,의류,생활기기,건조기,,,주거,공동주택,주상복합아파트,1,40,N,Y,N,N,,,,,4.5,,2,140,71,,842
240105000204135 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,15,1,5433.63,350.07,사용중,0,0,0,155,2024,겨울,1,20240104,221100,01,04,22,11,목요일,도봉소방서,방학119안전센터,,000343,000600,서울특별시,도봉구,도시,127.0417768,37.65239223,2,1.2,0,작동기기,전기적 아크(단락),전기적 요인,누전/지락,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,가정용 보일러,합성수지,플라스틱/ PVC/ 비닐/ 장판,주거,공동주택,아파트,14,1,N,N,N,N,,,,,4.5,,2,140,71,,842
240105021929645 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,8,1,1118.43,31.84,사용중,0,0,0,2,2024,겨울,1,20240104,231200,01,04,23,12,목요일,영등포소방서,당산119안전센터,,000239,000000,서울특별시,영등포구,도시,126.9017541,37.53542566,2.5,0.5,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,오피스텔,-1,0,N,N,N,N,,,,,4.5,,2,140,71,,835
240105022558943 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,689.19,15,사용중,0,0,0,455,2024,겨울,1,20240105,011100,01,05,01,11,금요일,송파소방서,잠실119안전센터,,000424,001914,서울특별시,송파구,도시,127.1093166,37.50336753,4.5,1.8,0,작동기기,기기 전도/복사열/기기발열,기계적 요인,과열/ 과부하,전기/전자,전기/ 전자기기 케이스,,,,,판매/업무시설,일반업무,일반빌딩,3,2,N,N,N,N,,,,,3.7,,2,20,75,,738
240105055154159 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,4,1,538.2,115.92,사용중,0,0,0,430,2024,겨울,1,20240105,035500,01,05,03,55,금요일,서초소방서,잠원119안전센터,,000539,001028,서울특별시,서초구,도시,127.0231942,37.50468337,4.3,3.1,0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,판매/업무시설,일반업무,일반빌딩,1,3,N,N,N,N,,,,,2.8,,1,50,80,,678
240105105815656 ,기타(쓰레기 화재등),,,,,,,,,,0,0,0,100,2024,겨울,1,20240105,094000,01,05,09,40,금요일,성북소방서,길음119안전센터,,000029,000341,서울특별시,성북구,도시,127.0203889,37.60248451,1.3,0.5,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,N,,,,,5.1,,1,250,88,,436
240105132047149 ,건축/구조물,양식(옥),벽돌조,슬라브가,1,3,1,419.4,110.4,사용중,0,0,0,77,2024,겨울,1,20240105,102400,01,05,10,24,금요일,강북소방서,우이119안전센터,,000326,000325,서울특별시,강북구,도시,127.0133133,37.64832927,3.6,1.5,0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,,,주거,단독주택,다가구주택,-1,0,N,N,N,N,,,,,5.8,,1,230,87,,380
240105143503812 ,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1,9,1,2378.84,277.06,사용중,0,0,0,22,2024,겨울,1,20240105,133800,01,05,13,38,금요일,강서소방서,화곡119안전센터,,000304,000300,서울특별시,강서구,도시,126.8470832,37.54701068,3.1,0.6,0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,나무,,,,,판매/업무시설,일반업무,오피스텔,1,0,N,Y,N,N,,,,,8.3,,4,250,64,,450
