WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST
170101185438901,건축/구조물,양식(옥),기타 조,슬라브가,1.0,2,1,199.0,67.0,사용중,0,0,0,124,2017,겨울,1,20170101,173500,01,01,17,35,일요일,관악소방서,신림119안전센터,신림119안전센터,000347,000500,서울특별시,관악구,도시,,,5.0,2.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),2.0,0.0,N,N,N,,,,,,6.5,,0.7,20.0,69.0,,435
170101215128065,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,0,510.0,100.0,신축,0,0,0,315,2017,겨울,1,20170101,204400,01,01,20,44,일요일,강동소방서,천호119안전센터,천호119안전센터,000200,000226,서울특별시,강동구,도시,,,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,기타(전기/전자),배선/배선기구,기타(배선/배선기구),,,주거,단독주택,다가구주택(원룸포함),1.0,0.0,N,N,N,,,,,,4.2,,1.9,70.0,73.0,,383
170102011123299,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,300.0,78.0,사용중,0,0,0,128,2017,겨울,1,20170102,000700,01,02,00,07,월요일,서대문소방서,연희119안전센터,연희119안전센터,000405,000400,서울특별시,서대문구,도시,,,1.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,전선피복,전기설비,계량기,,,주거,단독주택,다가구주택(원룸포함),1.0,1.0,N,N,N,,,,,,3.9,,1.5,20.0,75.0,,359
170102050608081,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,0,551.0,140.0,사용중,0,0,0,8188,2017,겨울,1,20170102,001200,01,02,00,12,월요일,,,,000535,003727,서울특별시,은평구,도시,,,2.0,2.0,0.0,미상(발화원인),미상,전기적 요인,접촉불량에 의한 단락,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,4.0,0.0,N,N,N,,,,,,3.9,,1.5,20.0,75.0,,359
170102020007422,자동차/철도차량,,,,,,,,,,0,0,0,330,2017,겨울,1,20170102,005300,01,02,00,53,월요일,마포소방서,염리119안전센터,염리119안전센터,000430,000045,서울특별시,마포구,도시,,,3.0,1.0,0.0,기타(발화원인),기타,기타,기타,자동차/철도차량/선박/항공기,기타(자동차/철도차량/선박/항공기),차량/ 선박부품,엔진,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,,일반도로,엔진룸,,,3.9,,1.5,20.0,75.0,,359
170102050110924,자동차/철도차량,,,,,,,,,,0,0,0,6534,2017,겨울,1,20170102,040800,01,02,04,08,월요일,강남소방서,역삼119안전센터,역삼119안전센터,000304,000200,서울특별시,강남구,도시,,,3.0,2.0,0.0,작동기기,전기적 아크(단락),교통사고,교통사고,전기/전자,전선피복,,,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,,일반도로,엔진룸,,,3.7,,1.5,20.0,77.0,,331
170102104017156,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,291.0,72.0,사용중,0,0,0,49,2017,겨울,1,20170102,091600,01,02,09,16,월요일,영등포소방서,대림119안전센터,대림119안전센터,000158,000100,서울특별시,영등포구,도시,,,4.0,1.0,0.0,기타(발화원인),기타,부주의,음식물 조리중,기타,기타,,,,,주거,단독주택,다가구주택(원룸포함),2.0,0.0,N,N,N,,,,,,4.1,0.0,0.9,360.0,87.0,,216
170102133230338,자동차/철도차량,,,,,,,,,,0,0,0,330,2017,겨울,1,20170102,105700,01,02,10,57,월요일,서초소방서,양재119안전센터,양재119안전센터,000731,000320,서울특별시,서초구,도시,127.0767738,37.4474598,11.0,5.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,자동차/철도차량,자동차,화물자동차,,,N,N,N,,일반도로,적재함,,,5.2,,2.4,230.0,86.0,,305
170102145527803,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,1,180.0,57.0,사용중,0,0,0,1551,2017,겨울,1,20170102,114900,01,02,11,49,월요일,중랑소방서,면목119안전센터,면목119안전센터,000512,000458,서울특별시,중랑구,도시,127.0899456,37.5836788,3.0,1.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,누전/지락,기타,기타,,,,,주거,단독주택,단독주택,1.0,10.0,N,N,N,,,,,,6.3,,2.3,230.0,82.0,,294
170102152537131,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6,3,1541.0,161.0,사용중,0,0,0,275,2017,겨울,1,20170102,123700,01,02,12,37,월요일,강남소방서,역삼119안전센터,역삼119안전센터,000420,000800,서울특별시,강남구,도시,127.0275626,37.4996146,5.0,2.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,생활서비스,음식점,한식,-2.0,0.0,N,Y,Y,,,,,,7.6,,2.1,230.0,70.0,,409
170102155156646,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,1,300.0,133.0,사용중,0,0,0,113,2017,겨울,1,20170102,143100,01,02,14,31,월요일,서초소방서,잠원119안전센터,잠원119안전센터,000650,000919,서울특별시,서초구,도시,127.0165324,37.5149223,5.0,4.0,0.0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,음식물 조리중,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,치킨/족발,1.0,0.0,Y,N,N,,,,,,9.2,,3.1,200.0,59.0,,331
170102165843655,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,15,0,15151.0,1091.0,사용중,0,0,0,51,2017,겨울,1,20170102,151100,01,02,15,11,월요일,노원소방서,하계119안전센터,하계119안전센터,000348,000700,서울특별시,노원구,도시,127.0830444,37.6470708,2.0,2.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,불장난,종이/목재/건초등,종이,,,,,주거,공동주택,아파트,1.0,3.0,N,Y,N,,,,,,8.3,,3.6,250.0,64.0,,305
170102175113723,자동차/철도차량,,,,,,,,,,0,0,0,280,2017,겨울,1,20170102,170000,01,02,17,00,월요일,강서소방서,방화119안전센터,방화119안전센터,000416,000000,서울특별시,강서구,도시,126.8426457,37.5673803,3.0,3.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,접촉불량에 의한 단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,차량/ 선박부품,기타(차량/선박부품),,,자동차/철도차량,자동차,승용자동차,,,N,N,N,,일반도로,기타차량위치,,,7.1,,2.3,250.0,69.0,,247
170102201730667,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2,1,240.0,80.0,사용중,0,0,0,100,2017,겨울,1,20170102,182700,01,02,18,27,월요일,광진소방서,구의119안전센터,구의119안전센터,000305,000316,서울특별시,광진구,도시,127.0778493,37.5344416,4.0,4.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,침구/직물류,의류,,,,,주거,단독주택,단독주택,2.0,0.0,N,N,N,,,,,,6.4,,2.1,270.0,73.0,,221
170103030358212,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,1,603.0,136.0,사용중,0,0,0,30,2017,겨울,1,20170103,021200,01,03,02,12,화요일,관악소방서,봉천119안전센터,봉천119안전센터,000312,000000,서울특별시,관악구,도시,126.953176,37.4879783,2.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,핫플래이트,,,주거,공동주택,다세대주택,-1.0,0.0,N,N,N,,,,,,0.2,,1.4,270.0,83.0,,213
170103050853096,기타(쓰레기 화재등),,,,,,,,,,0,0,0,33,2017,겨울,1,20170103,040500,01,03,04,05,화요일,동작소방서,백운119안전센터,백운119안전센터,000319,000000,서울특별시,동작구,도시,126.9790066,37.4772462,8.0,4.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,전기/ 전자기기 케이스,산업장비,히터/히터봉/가열장치,,,기타,야외,기타야외,,,N,N,N,,,,,,-1.0,,2.2,270.0,72.0,,363
170103164406169,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,509.0,139.0,사용중,0,0,0,426,2017,겨울,1,20170103,090000,01,03,09,00,화요일,강남소방서,수서119안전센터,수서119안전센터,000326,000030,서울특별시,강남구,도시,127.0781887,37.4835878,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택(원룸포함),3.0,9.0,N,N,N,,,,,,-1.4,,0.1,0.0,60.0,,621
170103101941680,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,21,2,232057.0,943.0,사용중,0,0,0,24,2017,겨울,1,20170103,091900,01,03,09,19,화요일,강서소방서,발산119안전센터,발산119안전센터,000222,000000,서울특별시,강서구,도시,126.8420688,37.5558698,3.0,0.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,아파트,2.0,0.0,N,N,N,,,,,,-1.4,,0.1,0.0,60.0,,621
170103135502207,자동차/철도차량,,,,,,,,,,0,0,0,9400,2017,겨울,1,20170103,105300,01,03,10,53,화요일,서초소방서,방배119안전센터,방배119안전센터,000431,001138,서울특별시,서초구,도시,126.9961494,37.4730767,5.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,합성수지,플라스틱/ PVC/ 비닐/ 장판,배선/배선기구,전기기기용 전선/코드,,,자동차/철도차량,건설기계,굴삭기,,,N,N,N,,공지,적재함,,,1.1,,0.8,250.0,55.0,,572
170104092521532,건축/구조물,기타 식,철조,컨테이너,1.0,1,0,27.0,27.0,사용중,0,0,0,3450,2017,겨울,1,20170103,112600,01,03,11,26,화요일,강서소방서,개화119안전센터,개화119안전센터,000342,000746,서울특별시,강서구,도시,126.8151501,37.58612,6.0,4.0,0.0,미상(발화원인),미상,미상,미상,종이/목재/건초등,목재/ 합판,,,종이/목재/건초등,목재/ 합판,기타서비스,기타건축물,기타 건축물,1.0,12.0,N,N,N,,,,,,4.1,,1.2,200.0,53.0,,628
170103165805184,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,12,4,24533.0,1439.0,사용중,0,0,0,259,2017,겨울,1,20170103,125300,01,03,12,53,화요일,강남소방서,역삼119안전센터,역삼119안전센터,000444,000600,서울특별시,강남구,도시,127.0350268,37.4985647,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전선피복,생활기기,세탁기,,,판매/업무시설,일반업무,오피스텔,6.0,0.0,N,N,N,,,,,,5.9,,2.4,200.0,44.0,,684
170103192925310,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16,1,10734.0,32168.0,사용중,0,0,0,5363,2017,겨울,1,20170103,174600,01,03,17,46,화요일,강서소방서,등촌119안전센터,등촌119안전센터,000437,001332,서울특별시,강서구,도시,126.8466974,37.5619598,2.0,2.0,0.0,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,종이/목재/건초등,목재/ 합판,기타,기타,,,주거,공동주택,아파트,14.0,20.0,N,N,N,,,,,,5.3,,2.8,270.0,56.0,,1629
170103202142874,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,20,5,29726.0,1509.0,사용중,0,0,0,4202,2017,겨울,1,20170103,181600,01,03,18,16,화요일,강남소방서,삼성119안전센터,삼성119안전센터,000452,002300,서울특별시,강남구,도시,127.0423325,37.5155511,3.0,1.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,전선피복,주방기기,냉온수기/정수기,,,의료/복지시설,의료시설,치과병원,3.0,50.0,N,Y,N,,,,,,3.8,,2.6,270.0,60.0,,1689
170103210157933,기타(쓰레기 화재등),,,,,,,,,,0,0,0,62,2017,겨울,1,20170103,193700,01,03,19,37,화요일,송파소방서,거여119안전센터,거여119안전센터,000235,000000,서울특별시,송파구,도시,127.1499168,37.4926564,2.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,전기설비,기타(전기설비),,,기타,야외,기타야외,,,N,N,N,,,,,,2.8,,1.9,270.0,61.0,,1860
170103235351135,기타(쓰레기 화재등),,,,,,,,,,0,0,0,496,2017,겨울,1,20170103,224100,01,03,22,41,화요일,강북소방서,우이119안전센터,우이119안전센터,000346,000000,서울특별시,강북구,도시,127.0099327,37.6487471,3.0,2.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,미확인단락,전기/전자,전선피복,,,,,기타,야외,기타야외,,,N,N,N,,,,,,1.7,,1.6,270.0,63.0,,1826
170104084030709,자동차/철도차량,,,,,,,,,,0,0,0,440,2017,겨울,1,20170104,073000,01,04,07,30,수요일,구로소방서,신도림119안전센터,신도림119안전센터,000321,000500,서울특별시,구로구,도시,126.8757614,37.5005133,3.0,3.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,자동차/철도차량/선박/항공기,전기배선,차량/ 선박부품,밧데리,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,,주차장,엔진룸,,,2.5,,1.2,20.0,74.0,,1188
170104095023420,자동차/철도차량,,,,,,,,,,0,0,0,440,2017,겨울,1,20170104,083400,01,04,08,34,수요일,금천소방서,금천119안전센터,금천119안전센터,000432,000000,서울특별시,금천구,도시,126.8986667,37.4743611,6.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,기계적 요인,오일/연료누설,자동차/철도차량/선박/항공기,휘발유,차량/ 선박부품,연료분사장치/카브레터,,,자동차/철도차량,자동차,오토바이,,,N,N,N,,일반도로,연료탱크,,,1.9,,0.8,360.0,77.0,,1067
170104102214215,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6,0,659.0,182.0,사용중,0,0,0,183,2017,겨울,1,20170104,084200,01,04,08,42,수요일,강북소방서,번동119안전센터,번동119안전센터,000324,000000,서울특별시,강북구,도시,127.0186744,37.637577,2.0,1.0,0.0,불꽃/ 불티,기타(불꽃/불티),부주의,가연물 근접방치,침구/직물류,행주/ 기름걸레,,,,,주거,공동주택,다세대주택,2.0,3.0,N,N,N,,,,,,1.9,,0.8,360.0,77.0,,1067
170104141719994,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,0,456.0,110.0,사용중,0,0,0,80,2017,겨울,1,20170104,094400,01,04,09,44,수요일,강남소방서,영동119안전센터,영동119안전센터,000503,000900,서울특별시,강남구,도시,127.0241108,37.520626,6.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,침구/직물류,의류,,,,,주거,공동주택,다세대주택,1.0,0.0,N,N,N,,,,,,1.9,,0.9,360.0,73.0,,909
170104143650231,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2,1,216.0,68.0,사용중,0,1,1,990,2017,겨울,1,20170104,121800,01,04,12,18,수요일,성북소방서,장위119안전센터,장위119안전센터,000311,001000,서울특별시,성북구,도시,127.0473256,37.6155821,4.0,1.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,방화의심,방화의심,쓰레기류,쓰레기,,,,,주거,단독주택,다가구주택(원룸포함),-1.0,15.0,N,N,N,,,,,,6.4,,3.5,270.0,56.0,,557
170104153636879,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,7,0,760.0,146.0,사용중,0,0,0,12,2017,겨울,1,20170104,140400,01,04,14,04,수요일,강서소방서,개화119안전센터,개화119안전센터,000341,000000,서울특별시,강서구,도시,126.8095597,37.5641975,5.0,2.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,다세대주택,3.0,0.0,N,N,N,,,,,,8.5,,3.5,230.0,45.0,,782
170104212625470,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5,1,555.0,95.0,사용중,0,0,0,300,2017,겨울,1,20170104,194900,01,04,19,49,수요일,송파소방서,가락119안전센터,가락119안전센터,000418,000258,서울특별시,송파구,도시,127.1209766,37.4970629,3.0,1.0,0.0,담뱃불/ 라이터불,촛불,부주의,불씨/불꽃/화원방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,일상서비스,고시원업,4.0,0.0,N,Y,Y,,,,,,4.6,,2.5,290.0,42.0,,1324
170105000755293,기타(쓰레기 화재등),,,,,,,,,,0,0,0,98,2017,겨울,1,20170104,223100,01,04,22,31,수요일,성북소방서,길음119안전센터,길음119안전센터,000500,000800,서울특별시,성북구,도시,127.0091154,37.6114325,3.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,,,,,기타,야외,기타야외,,3.0,N,N,N,,,,,,2.1,,1.0,290.0,49.0,,1342
170105004938402,건축/구조물,양식(옥),벽돌조,슬라브가,1.0,2,0,370.0,185.0,사용중,0,0,0,30,2017,겨울,1,20170104,232000,01,04,23,20,수요일,관악소방서,봉천119안전센터,봉천119안전센터,000204,001600,서울특별시,관악구,도시,126.9564583,37.4851679,2.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),1.0,0.0,N,N,N,,,,,,1.8,,0.4,0.0,51.0,,1309
170105025550812,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4,1,656.0,144.0,사용중,0,0,0,458,2017,겨울,1,20170105,012600,01,05,01,26,목요일,은평소방서,역촌119안전센터,역촌119안전센터,000220,001100,서울특별시,은평구,도시,126.9104942,37.6108895,2.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,주방기기,가스렌지,전기/전자,기타(전기/전자),주거,공동주택,다세대주택,4.0,4.0,N,N,N,,,,,,0.7,,0.8,270.0,56.0,,1368
170105122903924,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,343.0,87.0,사용중,0,0,0,20565,2017,겨울,1,20170105,084800,01,05,08,48,목요일,성동소방서,행당119안전센터,행당119안전센터,000343,001042,서울특별시,성동구,도시,127.0310205,37.5602558,6.0,1.0,0.0,미상(발화원인),미상,전기적 요인,미확인단락,전기/전자,전선피복,,,,,주거,단독주택,다가구주택(원룸포함),2.0,80.0,N,N,N,,,,,,1.2,,2.6,70.0,51.0,,1185
170105110239970,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3,1,253.0,75.0,사용중,0,0,0,64,2017,겨울,1,20170105,094200,01,05,09,42,목요일,종로소방서,숭인119안전센터,숭인119안전센터,000539,000000,서울특별시,종로구,도시,127.0192115,37.5752701,4.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,기타(부주의),식품,음식물,주방기기,가스오븐렌지,,,주거,단독주택,단독주택,2.0,0.0,Y,N,N,,,,,,1.9,,2.1,70.0,47.0,,1266
